Abschnitt,Abteilung,Gruppe,Klasse,Art,Code,Name_de
"A","","","","","A","LAND- UND FORSTWIRTSCHAFT, FISCHEREI"
"","","","5110","","5110","Personenbeförderung in der Luftfahrt"
"","","","","511000","511000","Personenbeförderung in der Luftfahrt"
"","","512","","","512","Güterbeförderung in der Luftfahrt und Raumtransport"
"","","","5121","","5121","Güterbeförderung in der Luftfahrt"
"","","","","512100","512100","Güterbeförderung in der Luftfahrt"
"","","","5122","","5122","Raumtransport"
"","","","","512200","512200","Raumtransport"
"","52","","","","52","Lagerei sowie Erbringung von sonstigen Dienstleistungen für den Verkehr"
"","","521","","","521","Lagerei"
"","","","5210","","5210","Lagerei"
"","","","","521000","521000","Lagerung"
"","","522","","","522","Erbringung von sonstigen Dienstleistungen für den Verkehr"
"","","","5221","","5221","Erbringung von sonstigen Dienstleistungen für den Landverkehr"
"","","","","522100","522100","Erbringung von sonstigen Dienstleistungen für den Landverkehr"
"","","","5222","","5222","Erbringung von sonstigen Dienstleistungen für die Schifffahrt"
"","","","","522200","522200","Erbringung von sonstigen Dienstleistungen für die Schifffahrt"
"","","","5223","","5223","Erbringung von sonstigen Dienstleistungen für die Luftfahrt"
"","","","","522300","522300","Erbringung von sonstigen Dienstleistungen für die Luftfahrt"
"","","","5224","","5224","Frachtumschlag"
"","","","","522400","522400","Frachtumschlag"
"","","","5229","","5229","Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g."
"","","","","522900","522900","Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g."
"","53","","","","53","Post-, Kurier- und Expressdienste"
"","","531","","","531","Postdienste von Universaldienstleistungsanbietern"
"","","","5310","","5310","Postdienste von Universaldienstleistungsanbietern"
"","","","","531000","531000","Postdienste von Universaldienstleistungsanbietern"
"","","532","","","532","Sonstige Post-, Kurier- und Expressdienste"
"","","","5320","","5320","Sonstige Post-, Kurier- und Expressdienste"
"","","","","532000","532000","Sonstige Post-, Kurier- und Expressdienste"
"I","","","","","I","GASTGEWERBE/BEHERBERGUNG UND GASTRONOMIE"
"","55","","","","55","Beherbergung"
"","","551","","","551","Hotels, Gasthöfe und Pensionen"
"","","","5510","","5510","Hotels, Gasthöfe und Pensionen"
"","","","","551001","551001","Hotels, Gasthöfe und Pensionen mit Restaurant"
"","","","","551002","551002","Hotels, Gasthöfe und Pensionen ohne Restaurant"
"","","","","551003","551003","Verwaltung von Hotels, Gasthöfen und Pensionen"
"","","552","","","552","Ferienunterkünfte und ähnliche Beherbergungsstätten"
"","","","5520","","5520","Ferienunterkünfte und ähnliche Beherbergungsstätten"
"","","","","552001","552001","Ferienwohnungen, Ferienhäuser"
"","","","","552002","552002","Kollektivunterkünfte"
"","","","","552003","552003","Verwaltung von Ferien- und Kollektivunterkünften"
"","","553","","","553","Campingplätze"
"","","","5530","","5530","Campingplätze"
"","","","","553001","553001","Campingplätze"
"","","","","553002","553002","Verwaltung von Campingplätzen"
"","","559","","","559","Sonstige Beherbergungsstätten"
"","","","5590","","5590","Sonstige Beherbergungsstätten"
"","","","","559000","559000","Sonstige Beherbergungsstätten"
"","56","","","","56","Gastronomie"
"","","561","","","561","Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä."
"","","","5610","","5610","Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä."
"","","","","561001","561001","Restaurants, Imbissstuben, Tea-Rooms und Gelaterias"
"","","","","561002","561002","Restaurants mit Beherbergungsangebot"
"","","","","561003","561003","Verwaltung von Restaurantssbetrieben"
"","","562","","","562","Caterer und Erbringung sonstiger Verpflegungsdienstleistungen"
"","","","5621","","5621","Event-Caterer"
"","","","","562100","562100","Event-Caterer"
"","","","5629","","5629","Erbringung sonstiger Verpflegungsdienstleistungen"
"","","","","562900","562900","Erbringung sonstiger Verpflegungsdienstleistungen"
"","","563","","","563","Ausschank von Getränken"
"","","","5630","","5630","Ausschank von Getränken"
"","","","","563001","563001","Bars"
"","","","","563002","563002","Diskotheken, Dancings, Night Clubs"
"J","","","","","J","INFORMATION UND KOMMUNIKATION"
"","58","","","","58","Verlagswesen"
"","","581","","","581","Verlegen von Büchern und Zeitschriften; sonstiges Verlagswesen (ohne Software)"
"","","","5811","","5811","Verlegen von Büchern"
"","","","","581100","581100","Verlegen von Büchern"
"","","","5812","","5812","Verlegen von Adressbüchern und Verzeichnissen"
"","","","","581200","581200","Verlegen von Adressbüchern und Verzeichnissen"
"","","","5813","","5813","Verlegen von Zeitungen"
"","","","","581300","581300","Verlegen von Zeitungen"
"","","","5814","","5814","Verlegen von Zeitschriften"
"","","","","581400","581400","Verlegen von Zeitschriften"
"","","","5819","","5819","Sonstiges Verlagswesen (ohne Software)"
"","","","","581900","581900","Sonstiges Verlagswesen (ohne Software)"
"","","582","","","582","Verlegen von Software"
"","","","5821","","5821","Verlegen von Computerspielen"
"","","","","582100","582100","Verlegen von Computerspielen"
"","","","5829","","5829","Verlegen von sonstiger Software"
"","","","","582900","582900","Verlegen von sonstiger Software"
"","59","","","","59","Herstellung, Verleih und Vertrieb von Filmen und Fernsehprogrammen; Kinos; Tonstudios und Verlegen von Musik"
"","","591","","","591","Herstellung von Filmen und Fernsehprogrammen, deren Verleih und Vertrieb; Kinos"
"","","","5911","","5911","Herstellung von Filmen, Videofilmen und Fernsehprogrammen"
"","","","","591100","591100","Herstellung von Filmen, Videofilmen und Fernsehprogrammen"
"","","","5912","","5912","Nachbearbeitung und sonstige Filmtechnik"
"","","","","591200","591200","Nachbearbeitung und sonstige Filmtechnik"
"","","","5913","","5913","Filmverleih und -vertrieb (ohne Videotheken)"
"","","","","591300","591300","Filmverleih und -vertrieb (ohne Videotheken)"
"","","","5914","","5914","Kinos"
"","","","","591400","591400","Kinos"
"","","592","","","592","Tonstudios; Herstellung von Radiobeiträgen; Verlegen von bespielten Tonträgern und Musikalien"
"","","","5920","","5920","Tonstudios; Herstellung von Radiobeiträgen; Verlegen von bespielten Tonträgern und Musikalien"
"","","","","592000","592000","Tonstudios; Herstellung von Radiobeiträgen; Verlegen von bespielten Tonträgern und Musikalien"
"","60","","","","60","Rundfunkveranstalter"
"","","601","","","601","Radioveranstalter"
"","","","6010","","6010","Radioveranstalter"
"","","","","601000","601000","Radioveranstalter"
"","","602","","","602","Fernsehveranstalter"
"","","","6020","","6020","Fernsehveranstalter"
"","","","","602000","602000","Fernsehveranstalter"
"","61","","","","61","Telekommunikation"
"","","611","","","611","Leitungsgebundene Telekommunikation"
"","","","6110","","6110","Leitungsgebundene Telekommunikation"
"","","","","611000","611000","Leitungsgebundene Telekommunikation"
"","","612","","","612","Drahtlose Telekommunikation"
"","","","6120","","6120","Drahtlose Telekommunikation"
"","","","","612000","612000","Drahtlose Telekommunikation"
"","","613","","","613","Satellitentelekommunikation"
"","","","6130","","6130","Satellitentelekommunikation"
"","","","","613000","613000","Satellitentelekommunikation"
"","","619","","","619","Sonstige Telekommunikation"
"","","","6190","","6190","Sonstige Telekommunikation"
"","","","","619000","619000","Sonstige Telekommunikation"
"","62","","","","62","Erbringung von Dienstleistungen der Informationstechnologie"
"","","620","","","620","Erbringung von Dienstleistungen der Informationstechnologie"
"","","","6201","","6201","Programmierungstätigkeiten"
"","","","","620100","620100","Programmierungstätigkeiten"
"","","","6202","","6202","Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie"
"","","","","620200","620200","Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie"
"","","","6203","","6203","Betrieb von Datenverarbeitungsanlagen für Dritte"
"","","","","620300","620300","Betrieb von Datenverarbeitungsanlagen für Dritte"
"","","","6209","","6209","Erbringung von sonstigen Dienstleistungen der Informationstechnologie"
"","","","","620900","620900","Erbringung von sonstigen Dienstleistungen der Informationstechnologie"
"","63","","","","63","Informationsdienstleistungen"
"","","631","","","631","Datenverarbeitung, Hosting und damit verbundene Tätigkeiten; Webportale"
"","","","6311","","6311","Datenverarbeitung, Hosting und damit verbundene Tätigkeiten"
"","","","","631100","631100","Datenverarbeitung, Hosting und damit verbundene Tätigkeiten"
"","","","6312","","6312","Webportale"
"","","","","631200","631200","Webportale"
"","","639","","","639","Erbringung von sonstigen Informationsdienstleistungen"
"","","","6391","","6391","Korrespondenz- und Nachrichtenbüros"
"","","","","639100","639100","Korrespondenz- und Nachrichtenbüros"
"","","","6399","","6399","Erbringung von sonstigen Informationsdienstleistungen a. n. g."
"","","","","639900","639900","Erbringung von sonstigen Informationsdienstleistungen a. n. g."
"K","","","","","K","ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN"
"","64","","","","64","Erbringung von Finanzdienstleistungen"
"","","641","","","641","Zentralbanken und Kreditinstitute"
"","","","6411","","6411","Zentralbanken"
"","","","","641100","641100","Schweizerische Nationalbank"
"","","","6419","","6419","Kreditinstitute (ohne Spezialkreditinstitute)"
"","","","","641901","641901","Institute mit besonderem Geschäftskreis"
"","","","","641902","641902","Kantonalbanken"
"","","","","641903","641903","Grossbanken"
"","","","","641904","641904","Regionalbanken und Sparkassen"
"","","","","641905","641905","Raiffeisenbanken"
"","","","","641906","641906","Handelsbanken"
"","","","","641907","641907","Börsenbanken"
"","","","","641908","641908","Ausländisch beherrschte Banken"
"","","","","641909","641909","Filialen ausländischer Banken"
"","","","","641910","641910","Privatbankiers"
"","","","","641911","641911","Andere Banken"
"","","","","641912","641912","Sonstige Kreditinstitute (ohne Spezialkreditinstitute) a. n. g."
"","","642","","","642","Beteiligungsgesellschaften"
"","","","6420","","6420","Beteiligungsgesellschaften"
"","","","","642001","642001","Finanzholdinggesellschaften"
"","","","","642002","642002","Andere Holdinggesellschaften"
"","","643","","","643","Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen"
"","","","6430","","6430","Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen"
"","","","","643000","643000","Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen"
"","","649","","","649","Sonstige Finanzierungsinstitutionen"
"","","","6491","","6491","Institutionen für Finanzierungsleasing"
"","","","","649100","649100","Institutionen für Finanzierungsleasing"
"","","","6492","","6492","Spezialkreditinstitute"
"","","","","649201","649201","Kleinkreditinstitute"
"","","","","649202","649202","Sonstige Spezialkreditinstitute"
"","","","6499","","6499","Erbringung von sonstigen Finanzdienstleistungen a. n. g."
"","","","","649901","649901","Investmentgesellschaften"
"","","","","649902","649902","Tresorerie innerhalb einer Unternehmensgruppe"
"","","","","649903","649903","Sonstige Finanzierungsinstitutionen a. n. g."
"","65","","","","65","Versicherungen, Rückversicherungen und Pensionskassen (ohne Sozialversicherung)"
"","","651","","","651","Versicherungen"
"","","","6511","","6511","Lebensversicherungen"
"","","","","651100","651100","Lebensversicherungen"
"","","","6512","","6512","Nichtlebensversicherungen"
"","","","","651201","651201","Unfallversicherung (SUVA)"
"","","","","651202","651202","Unfall- und Schadenversicherung"
"","","","","651203","651203","Krankenkassen"
"","","","","651204","651204","Sonstige Versicherungen (ohne Sozialversicherung) a. n. g."
"","","652","","","652","Rückversicherungen"
"","","","6520","","6520","Rückversicherungen"
"","","","","652000","652000","Rückversicherungen"
"","","653","","","653","Pensionskassen und Pensionsfonds"
"","","","6530","","6530","Pensionskassen und Pensionsfonds"
"","","","","653000","653000","Pensionskassen und Pensionsfonds"
"","66","","","","66","Mit Finanz- und Versicherungsdienstleistungen verbundene Tätigkeiten"
"","","661","","","661","Mit Finanzdienstleistungen verbundene Tätigkeiten"
"","","","6611","","6611","Effekten- und Warenbörsen"
"","","","","661100","661100","Effekten- und Warenbörsen"
"","","","6612","","6612","Effekten- und Warenhandel"
"","","","","661200","661200","Effekten- und Warenhandel"
"","","","6619","","6619","Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten"
"","","","","661900","661900","Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten"
"","","662","","","662","Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten"
"","","","6621","","6621","Risiko- und Schadensbewertung"
"","","","","662100","662100","Risiko- und Schadensbewertung"
"","","","6622","","6622","Tätigkeit von Versicherungsmaklerinnen und -maklern"
"","","","","662200","662200","Tätigkeit von Versicherungsmaklerinnen und -maklern"
"","","","6629","","6629","Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten"
"","","","","662901","662901","Ausgleichskassen"
"","","","","662902","662902","Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten a. n. g."
"","","663","","","663","Fondsmanagement"
"","","","6630","","6630","Fondsmanagement"
"","","","","663001","663001","Fondsleitungen"
"","","","","663002","663002","Fondsmanagement"
"L","","","","","L","GRUNDSTÜCKS- UND WOHNUNGSWESEN"
"","68","","","","68","Grundstücks- und Wohnungswesen"
"","","681","","","681","Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen"
"","","","6810","","6810","Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen"
"","","","","681000","681000","Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen"
"","","682","","","682","Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen"
"","","","6820","","6820","Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen"
"","","","","682001","682001","Vermietung und Verpachtung von eigenen oder geleasten Grundstücken"
"","","","","682002","682002","Vermietung und Verpachtung von eigenen oder geleasten Gebäuden und Wohnungen"
"","","683","","","683","Vermittlung und Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte"
"","","","6831","","6831","Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte"
"","","","","683100","683100","Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte"
"","","","6832","","6832","Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte"
"","","","","683200","683200","Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte"
"M","","","","","M","ERBRINGUNG VON FREIBERUFLICHEN, WISSENSCHAFTLICHEN UND TECHNISCHEN DIENSTLEISTUNGEN"
"","69","","","","69","Rechts- und Steuerberatung, Wirtschaftsprüfung"
"","","691","","","691","Rechtsberatung"
"","","","6910","","6910","Rechtsberatung"
"","","","","691001","691001","Advokatur-, Notariatsbüros"
"","","","","691002","691002","Patentanwaltsbüros, Patentverwertung"
"","","692","","","692","Wirtschaftsprüfung und Steuerberatung; Buchführung"
"","","","6920","","6920","Wirtschaftsprüfung und Steuerberatung; Buchführung"
"","","","","692000","692000","Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften"
"","70","","","","70","Verwaltung und Führung von Unternehmen und Betrieben; Unternehmensberatung"
"","","701","","","701","Verwaltung und Führung von Unternehmen und Betrieben"
"","","","7010","","7010","Verwaltung und Führung von Unternehmen und Betrieben"
"","","","","701001","701001","Firmensitzaktivitäten von Finanzgesellschaften"
"","","","","701002","701002","Firmensitzaktivitäten von anderen Gesellschaften"
"","","702","","","702","Public-Relations- und Unternehmensberatung"
"","","","7021","","7021","Public-Relations-Beratung"
"","","","","702100","702100","Public-Relations-Beratung"
"","","","7022","","7022","Unternehmensberatung"
"","","","","702200","702200","Unternehmensberatung"
"","71","","","","71","Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung"
"","","711","","","711","Architektur- und Ingenieurbüros"
"","","","7111","","7111","Architekturbüros"
"","","","","711101","711101","Architekturbüros"
"","","","","711102","711102","Raumplanungsbüros"
"","","","","711103","711103","Landschaftsplanungsbüros und Gartenarchitekturbüros"
"","","","7112","","7112","Ingenieurbüros"
"","","","","711201","711201","Bau-Ingenieurbüros"
"","","","","711202","711202","Gebäudetechnik-Ingenieurbüros"
"","","","","711203","711203","Sonstige Ingenieurbüros"
"","","","","711204","711204","Geometerbüros"
"","","","","711205","711205","Sonstige technische Beratung und Planung"
"","","712","","","712","Technische, physikalische und chemische Untersuchung"
"","","","7120","","7120","Technische, physikalische und chemische Untersuchung"
"","","","","712000","712000","Technische, physikalische und chemische Untersuchung"
"","72","","","","72","Forschung und Entwicklung"
"","","721","","","721","Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin"
"","","","7211","","7211","Forschung und Entwicklung im Bereich Biotechnologie"
"","","","","721100","721100","Forschung und Entwicklung im Bereich Biotechnologie"
"","","","7219","","7219","Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin"
"","","","","721900","721900","Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin"
"","","722","","","722","Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften"
"","","","7220","","7220","Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften"
"","","","","722000","722000","Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften"
"","73","","","","73","Werbung und Marktforschung"
"","","731","","","731","Werbung"
"","","","7311","","7311","Werbeagenturen"
"","","","","731100","731100","Werbeagenturen"
"","","","7312","","7312","Vermarktung und Vermittlung von Werbezeiten und Werbeflächen"
"","","","","731200","731200","Vermarktung und Vermittlung von Werbezeiten und Werbeflächen"
"","","732","","","732","Markt- und Meinungsforschung"
"","","","7320","","7320","Markt- und Meinungsforschung"
"","","","","732000","732000","Markt- und Meinungsforschung"
"","74","","","","74","Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten"
"","","741","","","741","Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design"
"","","","7410","","7410","Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design"
"","","","","741001","741001","Industrie- und Produktdesign"
"","","","","741002","741002","Grafikdesign und Visuelle Kommunikation"
"","","","","741003","741003","Innenarchitektur und Raumgestaltung"
"","","742","","","742","Fotografie und Fotolabors"
"","","","7420","","7420","Fotografie und Fotolabors"
"","","","","742001","742001","Fotografie"
"","","","","742002","742002","Fotolabors"
"","","743","","","743","Übersetzen und Dolmetschen"
"","","","7430","","7430","Übersetzen und Dolmetschen"
"","","","","743000","743000","Übersetzen und Dolmetschen"
"","","749","","","749","Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g."
"","","","7490","","7490","Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g."
"","","","","749000","749000","Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g."
"","75","","","","75","Veterinärwesen"
"","","750","","","750","Veterinärwesen"
"","","","7500","","7500","Veterinärwesen"
"","","","","750000","750000","Veterinärwesen"
"N","","","","","N","ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN"
"","77","","","","77","Vermietung von beweglichen Sachen"
"","","771","","","771","Vermietung von Automobilen"
"","","","7711","","7711","Vermietung von Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger"
"","","","","771100","771100","Vermietung von Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger"
"","","","7712","","7712","Vermietung von Automobilen mit einem Gesamtgewicht von mehr als 3,5 t"
"","","","","771200","771200","Vermietung von Automobilen mit einem Gesamtgewicht von mehr als 3,5 t"
"","","772","","","772","Vermietung von Gebrauchsgütern"
"","","","7721","","7721","Vermietung von Sport- und Freizeitgeräten"
"","","","","772100","772100","Vermietung von Sport- und Freizeitgeräten"
"","","","7722","","7722","Videotheken"
"","","","","772200","772200","Videotheken"
"","","","7729","","7729","Vermietung von sonstigen Gebrauchsgütern"
"","","","","772900","772900","Vermietung von sonstigen Gebrauchsgütern"
"","","773","","","773","Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen"
"","","","7731","","7731","Vermietung von landwirtschaftlichen Maschinen und Geräten"
"","","","","773100","773100","Vermietung von landwirtschaftlichen Maschinen und Geräten"
"","","","7732","","7732","Vermietung von Baumaschinen und -geräten"
"","","","","773200","773200","Vermietung von Baumaschinen und -geräten"
"","","","7733","","7733","Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen"
"","","","","773300","773300","Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen"
"","","","7734","","7734","Vermietung von Wasserfahrzeugen"
"","","","","773400","773400","Vermietung von Wasserfahrzeugen"
"","","","7735","","7735","Vermietung von Luftfahrzeugen"
"","","","","773500","773500","Vermietung von Luftfahrzeugen"
"","","","7739","","7739","Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g."
"","","","","773900","773900","Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g."
"","","774","","","774","Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights)"
"","","","7740","","7740","Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights)"
"","","","","774000","774000","Leasing von geistigem Eigentum und ähnlichen Produkten (ohne Copyrights)"
"","78","","","","78","Vermittlung und Überlassung von Arbeitskräften"
"","","781","","","781","Vermittlung von Arbeitskräften"
"","","","7810","","7810","Vermittlung von Arbeitskräften"
"","","","","781000","781000","Vermittlung von Arbeitskräften"
"","","782","","","782","Befristete Überlassung von Arbeitskräften"
"","","","7820","","7820","Befristete Überlassung von Arbeitskräften"
"","","","","782000","782000","Befristete Überlassung von Arbeitskräften"
"","","783","","","783","Sonstige Überlassung von Arbeitskräften"
"","","","7830","","7830","Sonstige Überlassung von Arbeitskräften"
"","","","","783000","783000","Sonstige Überlassung von Arbeitskräften"
"","79","","","","79","Reisebüros, Reiseveranstalter und Erbringung sonstiger Reservierungsdienstleistungen"
"","","791","","","791","Reisebüros und Reiseveranstalter"
"","","","7911","","7911","Reisebüros"
"","","","","791100","791100","Reisebüros"
"","","","7912","","7912","Reiseveranstalter"
"","","","","791200","791200","Reiseveranstalter"
"","","799","","","799","Erbringung sonstiger Reservierungsdienstleistungen"
"","","","7990","","7990","Erbringung sonstiger Reservierungsdienstleistungen"
"","","","","799001","799001","Reservationsdienst zur Beherbergung von Touristen"
"","","","","799002","799002","Erbringung sonstiger Reservierungsdienstleistungen"
"","80","","","","80","Wach- und Sicherheitsdienste sowie Detekteien"
"","","801","","","801","Private Wach- und Sicherheitsdienste"
"","","","8010","","8010","Private Wach- und Sicherheitsdienste"
"","","","","801000","801000","Private Wach- und Sicherheitsdienste"
"","","802","","","802","Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen"
"","","","8020","","8020","Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen"
"","","","","802000","802000","Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen"
"","","803","","","803","Detekteien"
"","","","8030","","8030","Detekteien"
"","","","","803000","803000","Detekteien"
"","81","","","","81","Gebäudebetreuung; Garten- und Landschaftsbau"
"","","811","","","811","Hausmeisterdienste"
"","","","8110","","8110","Hausmeisterdienste"
"","","","","811000","811000","Hausmeisterdienste; Facility Management"
"","","812","","","812","Reinigung von Gebäuden, Strassen und Verkehrsmitteln"
"","","","8121","","8121","Allgemeine Gebäudereinigung"
"","","","","812100","812100","Allgemeine Gebäudereinigung"
"","","","8122","","8122","Spezielle Reinigung von Gebäuden und Reinigung von Maschinen"
"","","","","812201","812201","Kaminfeger"
"","","","","812202","812202","Spezielle Reinigung von Gebäuden und Reinigung von Maschinen"
"","","","8129","","8129","Reinigung a. n. g."
"","","","","812900","812900","Reinigung a. n. g."
"","","813","","","813","Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen"
"","","","8130","","8130","Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen"
"","","","","813000","813000","Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen"
"","82","","","","82","Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g."
"","","821","","","821","Sekretariats- und Schreibdienste, Copy-Shops"
"","","","8211","","8211","Allgemeine Sekretariats- und Schreibdienste"
"","","","","821100","821100","Allgemeine Sekretariats- und Schreibdienste"
"","","","8219","","8219","Copy-Shops; Dokumentenvorbereitung und Erbringung sonstiger spezieller Sekretariatsdienste"
"","","","","821901","821901","Sekretariats- und Schreibdienste"
"","","","","821902","821902","Copy Shops"
"","","822","","","822","Call Centers"
"","","","8220","","8220","Call Centers"
"","","","","822000","822000","Call Centers"
"","","823","","","823","Messe-, Ausstellungs- und Kongressveranstalter"
"","","","8230","","8230","Messe-, Ausstellungs- und Kongressveranstalter"
"","","","","823000","823000","Messe-, Ausstellungs- und Kongressveranstalter"
"","","829","","","829","Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen"
"","","","8291","","8291","Inkassobüros und Auskunfteien"
"","","","","829100","829100","Inkassobüros und Auskunfteien"
"","","","8292","","8292","Abfüllen und Verpacken"
"","","","","829200","829200","Abfüllen und Verpacken"
"","","","8299","","8299","Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g."
"","","","","829900","829900","Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g."
"O","","","","","O","ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG"
"","84","","","","84","Öffentliche Verwaltung, Verteidigung; Sozialversicherung"
"","","841","","","841","Öffentliche Verwaltung"
"","","","8411","","8411","Allgemeine öffentliche Verwaltung"
"","","","","841100","841100","Allgemeine öffentliche Verwaltung"
"","","","8412","","8412","Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen"
"","","","","841200","841200","Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen"
"","","","8413","","8413","Wirtschaftsförderung, -ordnung und -aufsicht"
"","","","","841300","841300","Wirtschaftsförderung, -ordnung und -aufsicht"
"","","842","","","842","Auswärtige Angelegenheiten, Verteidigung, Rechtspflege/Justiz, öffentliche Sicherheit und Ordnung"
"","","","8421","","8421","Auswärtige Angelegenheiten"
"","","","","842100","842100","Auswärtige Angelegenheiten"
"","","","8422","","8422","Verteidigung"
"","","","","842201","842201","Verteidigung"
"","","","","842202","842202","Zivilschutz"
"","","","8423","","8423","Rechtspflege/Justiz"
"","","","","842301","842301","Verwaltung der Rechtspflege, Gerichte"
"","","","","842302","842302","Verwaltung von Strafvollzugsanstalten"
"","","","8424","","8424","Öffentliche Sicherheit und Ordnung"
"","","","","842400","842400","Öffentliche Sicherheit und Ordnung"
"","","","8425","","8425","Feuerwehren"
"","","","","842500","842500","Feuerwehren"
"","","843","","","843","Sozialversicherung"
"","","","8430","","8430","Sozialversicherung"
"","","","","843000","843000","Alters- und Hinterlassenenversicherung (AHV), Invalidenversicherung (IV), Arbeitslosenversicherung (ALV)"
"P","","","","","P","ERZIEHUNG UND UNTERRICHT"
"","85","","","","85","Erziehung und Unterricht"
"","","851","","","851","Kindergärten und Vorschulen"
"","","","8510","","8510","Kindergärten und Vorschulen"
"","","","","851000","851000","Kindergärten und Vorschulen"
"","","852","","","852","Schulen auf Primarstufe"
"","","","8520","","8520","Schulen auf Primarstufe"
"","","","","852001","852001","Primarschulen"
"","","","","852002","852002","Sonderschulen"
"","","","","852003","852003","Obligatorische Schulen a. n. g."
"","","853","","","853","Schulen auf Sekundarstufe"
"","","","8531","","8531","Allgemein bildende Schulen auf Sekundarstufe"
"","","","","853101","853101","Bezirks-, Sekundar-, Realschulen, Oberstufe der Primarschulen"
"","","","","853102","853102","Maturitätsschulen"
"","","","","853103","853103","Fachmittelschulen FMS (bisher: Diplommittelschulen DMS)"
"","","","8532","","8532","Berufsbildende Schulen auf Sekundarstufen"
