Abschnitt,Abteilung,Gruppe,Klasse,Art,Code,Name_de
"A","","","","","A","LAND- UND FORSTWIRTSCHAFT, FISCHEREI"
"","","","","222200","222200","Herstellung von Verpackungsmitteln aus Kunststoffen"
"","","","2223","","2223","Herstellung von Baubedarfsartikeln aus Kunststoffen"
"","","","","222300","222300","Herstellung von Baubedarfsartikeln aus Kunststoffen"
"","","","2229","","2229","Herstellung von sonstigen Kunststoffwaren"
"","","","","222900","222900","Herstellung von sonstigen Kunststoffwaren"
"","23","","","","23","Herstellung von Glas und Glaswaren, Keramik, Verarbeitung von Steinen und Erden"
"","","231","","","231","Herstellung von Glas und Glaswaren"
"","","","2311","","2311","Herstellung von Flachglas"
"","","","","231100","231100","Herstellung von Flachglas"
"","","","2312","","2312","Veredlung und Bearbeitung von Flachglas"
"","","","","231200","231200","Veredlung und Bearbeitung von Flachglas"
"","","","2313","","2313","Herstellung von Hohlglas"
"","","","","231300","231300","Herstellung von Hohlglas"
"","","","2314","","2314","Herstellung von Glasfasern und Waren daraus"
"","","","","231400","231400","Herstellung von Glasfasern und Waren daraus"
"","","","2319","","2319","Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschliesslich technischen Glaswaren"
"","","","","231900","231900","Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschliesslich technischen Glaswaren"
"","","232","","","232","Herstellung von feuerfesten keramischen Werkstoffen und Waren"
"","","","2320","","2320","Herstellung von feuerfesten keramischen Werkstoffen und Waren"
"","","","","232000","232000","Herstellung von feuerfesten keramischen Werkstoffen und Waren"
"","","233","","","233","Herstellung von keramischen Baumaterialien"
"","","","2331","","2331","Herstellung von keramischen Wand- und Bodenfliesen und -platten"
"","","","","233100","233100","Herstellung von keramischen Wand- und Bodenfliesen und -platten"
"","","","2332","","2332","Herstellung von Ziegeln und sonstiger Baukeramik"
"","","","","233200","233200","Herstellung von Ziegeln und sonstiger Baukeramik"
"","","234","","","234","Herstellung von sonstigen Porzellan- und keramischen Erzeugnissen"
"","","","2341","","2341","Herstellung von keramischen Haushaltswaren und Ziergegenständen"
"","","","","234100","234100","Herstellung von keramischen Haushaltswaren und Ziergegenständen"
"","","","2342","","2342","Herstellung von Sanitärkeramik"
"","","","","234200","234200","Herstellung von Sanitärkeramik"
"","","","2343","","2343","Herstellung von Isolatoren und Isolierteilen aus Keramik"
"","","","","234300","234300","Herstellung von Isolatoren und Isolierteilen aus Keramik"
"","","","2344","","2344","Herstellung von sonstigen keramischen Erzeugnissen für technische Zwecke"
"","","","","234400","234400","Herstellung von sonstigen keramischen Erzeugnissen für technische Zwecke"
"","","","2349","","2349","Herstellung von sonstigen keramischen Erzeugnissen"
"","","","","234900","234900","Herstellung von sonstigen keramischen Erzeugnissen"
"","","235","","","235","Herstellung von Zement, Kalk und gebranntem Gips"
"","","","2351","","2351","Herstellung von Zement"
"","","","","235100","235100","Herstellung von Zement"
"","","","2352","","2352","Herstellung von Kalk und gebranntem Gips"
"","","","","235200","235200","Herstellung von Kalk und gebranntem Gips"
"","","236","","","236","Herstellung von Erzeugnissen aus Beton, Zement und Gips"
"","","","2361","","2361","Herstellung von Erzeugnissen aus Beton, Zement und Kalksandstein für den Bau"
"","","","","236100","236100","Herstellung von Erzeugnissen aus Beton, Zement und Kalksandstein für den Bau"
"","","","2362","","2362","Herstellung von Gipserzeugnissen für den Bau"
"","","","","236200","236200","Herstellung von Gipserzeugnissen für den Bau"
"","","","2363","","2363","Herstellung von Frischbeton (Transportbeton)"
"","","","","236300","236300","Herstellung von Frischbeton (Transportbeton)"
"","","","2364","","2364","Herstellung von Mörtel und anderem Beton (Trockenbeton)"
"","","","","236400","236400","Herstellung von Mörtel und anderem Beton (Trockenbeton)"
"","","","2365","","2365","Herstellung von Faserzementwaren"
"","","","","236500","236500","Herstellung von Faserzementwaren"
"","","","2369","","2369","Herstellung von sonstigen Erzeugnissen aus Beton, Zement und Gips a. n. g."
"","","","","236900","236900","Herstellung von sonstigen Erzeugnissen aus Beton, Zement und Gips a. n. g."
"","","237","","","237","Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g."
"","","","2370","","2370","Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g."
"","","","","237000","237000","Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g."
"","","239","","","239","Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage sowie sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g."
"","","","2391","","2391","Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage"
"","","","","239100","239100","Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage"
"","","","2399","","2399","Herstellung von sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g."
"","","","","239901","239901","Herstellung von Produkten aus Asphalt"
"","","","","239902","239902","Sonstige Herstellung von sonstigen Erzeugnissen aus nicht metallischen Mineralien a. n. g."
"","24","","","","24","Metallerzeugung und -bearbeitung"
"","","241","","","241","Erzeugung von Roheisen, Stahl und Ferrolegierungen"
"","","","2410","","2410","Erzeugung von Roheisen, Stahl und Ferrolegierungen"
"","","","","241000","241000","Erzeugung von Roheisen, Stahl und Ferrolegierungen"
"","","242","","","242","Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl"
"","","","2420","","2420","Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl"
"","","","","242000","242000","Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl"
"","","243","","","243","Sonstige erste Bearbeitung von Eisen und Stahl"
"","","","2431","","2431","Herstellung von Blankstahl"
"","","","","243100","243100","Herstellung von Blankstahl"
"","","","2432","","2432","Herstellung von Kaltband mit einer Breite von weniger als 600 mm"
"","","","","243200","243200","Herstellung von Kaltband mit einer Breite von weniger als 600 mm"
"","","","2433","","2433","Herstellung von Kaltprofilen"
"","","","","243300","243300","Herstellung von Kaltprofilen"
"","","","2434","","2434","Herstellung von kaltgezogenem Draht"
"","","","","243400","243400","Herstellung von kaltgezogenem Draht"
"","","244","","","244","Erzeugung und erste Bearbeitung von NE-Metallen"
"","","","2441","","2441","Erzeugung und erste Bearbeitung von Edelmetallen"
"","","","","244100","244100","Erzeugung und erste Bearbeitung von Edelmetallen"
"","","","2442","","2442","Erzeugung und erste Bearbeitung von Aluminium"
"","","","","244200","244200","Erzeugung und erste Bearbeitung von Aluminium"
"","","","2443","","2443","Erzeugung und erste Bearbeitung von Blei, Zink und Zinn"
"","","","","244300","244300","Erzeugung und erste Bearbeitung von Blei, Zink und Zinn"
"","","","2444","","2444","Erzeugung und erste Bearbeitung von Kupfer"
"","","","","244400","244400","Erzeugung und erste Bearbeitung von Kupfer"
"","","","2445","","2445","Erzeugung und erste Bearbeitung von sonstigen NE-Metallen"
"","","","","244500","244500","Erzeugung und erste Bearbeitung von sonstigen NE-Metallen"
"","","","2446","","2446","Aufbereitung von Kernbrennstoffen"
"","","","","244600","244600","Aufbereitung von Kernbrennstoffen"
"","","245","","","245","Giessereien"
"","","","2451","","2451","Eisengiessereien"
"","","","","245100","245100","Eisengiessereien"
"","","","2452","","2452","Stahlgiessereien"
"","","","","245200","245200","Stahlgiessereien"
"","","","2453","","2453","Leichtmetallgiessereien"
"","","","","245300","245300","Leichtmetallgiessereien"
"","","","2454","","2454","Buntmetallgiessereien"
"","","","","245400","245400","Buntmetallgiessereien"
"","25","","","","25","Herstellung von Metallerzeugnissen"
"","","251","","","251","Stahl- und Leichtmetallbau"
"","","","2511","","2511","Herstellung von Metallkonstruktionen"
"","","","","251100","251100","Herstellung von Metallkonstruktionen"
"","","","2512","","2512","Herstellung von Ausbauelementen aus Metall"
"","","","","251200","251200","Herstellung von Ausbauelementen aus Metall"
"","","252","","","252","Herstellung von Metalltanks und -behältern; Herstellung von Heizkörpern und -kesseln für Zentralheizungen"
"","","","2521","","2521","Herstellung von Heizkörpern und -kesseln für Zentralheizungen"
"","","","","252100","252100","Herstellung von Heizkörpern und -kesseln für Zentralheizungen"
"","","","2529","","2529","Herstellung von Sammelbehältern, Tanks u. ä. Behältern aus Metall"
"","","","","252900","252900","Herstellung von Sammelbehältern, Tanks u. ä. Behältern aus Metall"
"","","253","","","253","Herstellung von Dampfkesseln (ohne Zentralheizungskessel)"
"","","","2530","","2530","Herstellung von Dampfkesseln (ohne Zentralheizungskessel)"
"","","","","253000","253000","Herstellung von Dampfkesseln (ohne Zentralheizungskessel)"
"","","254","","","254","Herstellung von Waffen und Munition"
"","","","2540","","2540","Herstellung von Waffen und Munition"
"","","","","254000","254000","Herstellung von Waffen und Munition"
"","","255","","","255","Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen, gewalzten Ringen und pulvermetallurgischen Erzeugnissen"
"","","","2550","","2550","Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen, gewalzten Ringen und pulvermetallurgischen Erzeugnissen"
"","","","","255000","255000","Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen, gewalzten Ringen und pulvermetallurgischen Erzeugnissen"
"","","256","","","256","Oberflächenveredlung und Wärmebehandlung; Mechanik a. n. g."
"","","","2561","","2561","Oberflächenveredlung und Wärmebehandlung"
"","","","","256100","256100","Oberflächenveredlung und Wärmebehandlung"
"","","","2562","","2562","Mechanik a. n. g."
"","","","","256201","256201","Mechanische Werkstätten"
"","","","","256202","256202","Schlossereien"
"","","","","256203","256203","Schmieden"
"","","257","","","257","Herstellung von Schneidwaren, Werkzeugen, Schlössern und Beschlägen aus unedlen Metallen"
"","","","2571","","2571","Herstellung von Schneidwaren und Bestecken aus unedlen Metallen"
"","","","","257100","257100","Herstellung von Schneidwaren und Bestecken aus unedlen Metallen"
"","","","2572","","2572","Herstellung von Schlössern und Beschlägen aus unedlen Metallen"
"","","","","257200","257200","Herstellung von Schlössern und Beschlägen aus unedlen Metallen"
"","","","2573","","2573","Herstellung von Werkzeugen"
"","","","","257300","257300","Herstellung von Werkzeugen"
"","","259","","","259","Herstellung von sonstigen Metallwaren"
"","","","2591","","2591","Herstellung von Fässern, Trommeln, Dosen, Eimern u. ä. Behältern aus Metall"
"","","","","259100","259100","Herstellung von Fässern, Trommeln, Dosen, Eimern u. ä. Behältern aus Metall"
"","","","2592","","2592","Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall"
"","","","","259200","259200","Herstellung von Verpackungen und Verschlüssen aus Leichtmetall"
"","","","2593","","2593","Herstellung von Drahtwaren, Ketten und Federn"
"","","","","259300","259300","Herstellung von Drahtwaren, Ketten und Federn"
"","","","2594","","2594","Herstellung von Schrauben und Nieten"
"","","","","259400","259400","Herstellung von Schrauben und Nieten"
"","","","2599","","2599","Herstellung von sonstigen Metallwaren a. n. g."
"","","","","259900","259900","Herstellung von sonstigen Metallwaren a. n. g."
"","26","","","","26","Herstellung von Datenverarbeitungsgeräten, elektronischen und optischen Erzeugnissen"
"","","261","","","261","Herstellung von elektronischen Bauelementen und Leiterplatten"
"","","","2611","","2611","Herstellung von elektronischen Bauelementen"
"","","","","261100","261100","Herstellung von elektronischen Bauelementen"
"","","","2612","","2612","Herstellung von bestückten Leiterplatten"
"","","","","261200","261200","Herstellung von bestückten Leiterplatten"
"","","262","","","262","Herstellung von Datenverarbeitungsgeräten und peripheren Geräten"
"","","","2620","","2620","Herstellung von Datenverarbeitungsgeräten und peripheren Geräten"
"","","","","262000","262000","Herstellung von Datenverarbeitungsgeräten und peripheren Geräten"
"","","263","","","263","Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik"
"","","","2630","","2630","Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik"
"","","","","263000","263000","Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik"
"","","264","","","264","Herstellung von Geräten der Unterhaltungselektronik"
"","","","2640","","2640","Herstellung von Geräten der Unterhaltungselektronik"
"","","","","264000","264000","Herstellung von Geräten der Unterhaltungselektronik"
"","","265","","","265","Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen; Herstellung von Uhren"
"","","","2651","","2651","Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen"
"","","","","265100","265100","Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen"
"","","","2652","","2652","Herstellung von Uhren"
"","","","","265201","265201","Herstellung und Zusammensetzung von Uhren"
"","","","","265202","265202","Herstellung und Zusammensetzung von Grossuhren"
"","","","","265203","265203","Herstellung und Zusammensetzung von Uhrwerken"
"","","","","265204","265204","Herstellung der Ausstattung von Uhren"
"","","","","265205","265205","Herstellung anderer Uhrenbestandteile"
"","","266","","","266","Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten"
"","","","2660","","2660","Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten"
"","","","","266000","266000","Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten"
"","","267","","","267","Herstellung von optischen und fotografischen Instrumenten und Geräten"
"","","","2670","","2670","Herstellung von optischen und fotografischen Instrumenten und Geräten"
"","","","","267000","267000","Herstellung von optischen und fotografischen Instrumenten und Geräten"
"","","268","","","268","Herstellung von magnetischen und optischen Datenträgern"
"","","","2680","","2680","Herstellung von magnetischen und optischen Datenträgern"
"","","","","268000","268000","Herstellung von magnetischen und optischen Datenträgern"
"","27","","","","27","Herstellung von elektrischen Ausrüstungen"
"","","271","","","271","Herstellung von Elektromotoren, Generatoren, Transformatoren, Elektrizitätsverteilungs- und -schalteinrichtungen"
"","","","2711","","2711","Herstellung von Elektromotoren, Generatoren und Transformatoren"
"","","","","271100","271100","Herstellung von Elektromotoren, Generatoren und Transformatoren"
"","","","2712","","2712","Herstellung von Elektrizitätsverteilungs- und -schalteinrichtungen"
"","","","","271200","271200","Herstellung von Elektrizitätsverteilungs- und -schalteinrichtungen"
"","","272","","","272","Herstellung von Batterien und Akkumulatoren"
"","","","2720","","2720","Herstellung von Batterien und Akkumulatoren"
"","","","","272000","272000","Herstellung von Batterien und Akkumulatoren"
"","","273","","","273","Herstellung von Kabeln und elektrischem Installationsmaterial"
"","","","2731","","2731","Herstellung von Glasfaserkabeln"
"","","","","273100","273100","Herstellung von Glasfaserkabeln"
"","","","2732","","2732","Herstellung von sonstigen elektronischen und elektrischen Drähten und Kabeln"
"","","","","273200","273200","Herstellung von sonstigen elektronischen und elektrischen Drähten und Kabeln"
"","","","2733","","2733","Herstellung von elektrischem Installationsmaterial"
"","","","","273300","273300","Herstellung von elektrischem Installationsmaterial"
"","","274","","","274","Herstellung von elektrischen Lampen und Leuchten"
"","","","2740","","2740","Herstellung von elektrischen Lampen und Leuchten"
"","","","","274000","274000","Herstellung von elektrischen Lampen und Leuchten"
"","","275","","","275","Herstellung von Haushaltsgeräten"
"","","","2751","","2751","Herstellung von elektrischen Haushaltsgeräten"
"","","","","275100","275100","Herstellung von elektrischen Haushaltsgeräten"
"","","","2752","","2752","Herstellung von nichtelektrischen Haushaltsgeräten"
"","","","","275200","275200","Herstellung von nichtelektrischen Haushaltsgeräten"
"","","279","","","279","Herstellung von sonstigen elektrischen Ausrüstungen und Geräten a. n. g."
"","","","2790","","2790","Herstellung von sonstigen elektrischen Ausrüstungen und Geräten a. n. g."
"","","","","279000","279000","Herstellung von sonstigen elektrischen Ausrüstungen und Geräten a. n. g."
"","28","","","","28","Maschinenbau"
"","","281","","","281","Herstellung von nicht wirtschaftszweigspezifischen Maschinen"
"","","","2811","","2811","Herstellung von Verbrennungsmotoren und Turbinen (ohne Motoren für Luft- und Strassenfahrzeuge)"
"","","","","281100","281100","Herstellung von Verbrennungsmotoren und Turbinen (ohne Motoren für Luft- und Strassenfahrzeuge)"
"","","","2812","","2812","Herstellung von hydraulischen und pneumatischen Komponenten und Systemen"
"","","","","281200","281200","Herstellung von hydraulischen und pneumatischen Komponenten und Systemen"
"","","","2813","","2813","Herstellung von Pumpen und Kompressoren a. n. g."
"","","","","281300","281300","Herstellung von Pumpen und Kompressoren a. n. g."
"","","","2814","","2814","Herstellung von Armaturen a. n. g."
"","","","","281400","281400","Herstellung von Armaturen a. n. g."
"","","","2815","","2815","Herstellung von Lagern, Getrieben, Zahnrädern und Antriebselementen"
"","","","","281500","281500","Herstellung von Lagern, Getrieben, Zahnrädern und Antriebselementen"
"","","282","","","282","Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen"
"","","","2821","","2821","Herstellung von Öfen und Brennern"
"","","","","282100","282100","Herstellung von Öfen und Brennern"
"","","","2822","","2822","Herstellung von Hebezeugen und Fördermitteln"
"","","","","282200","282200","Herstellung von Hebezeugen und Fördermitteln"
"","","","2823","","2823","Herstellung von Büromaschinen (ohne Datenverarbeitungsgeräte und periphere Geräte)"
"","","","","282300","282300","Herstellung von Büromaschinen (ohne Datenverarbeitungsgeräte und periphere Geräte)"
"","","","2824","","2824","Herstellung von handgeführten Werkzeugen mit Motorantrieb"
"","","","","282400","282400","Herstellung von handgeführten Werkzeugen mit Motorantrieb"
"","","","2825","","2825","Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht für den Haushalt"
"","","","","282500","282500","Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht für den Haushalt"
"","","","2829","","2829","Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a. n. g."
"","","","","282900","282900","Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a. n. g."
"","","283","","","283","Herstellung von land- und forstwirtschaftlichen Maschinen"
"","","","2830","","2830","Herstellung von land- und forstwirtschaftlichen Maschinen"
"","","","","283000","283000","Herstellung von land- und forstwirtschaftlichen Maschinen"
"","","284","","","284","Herstellung von Werkzeugmaschinen"
"","","","2841","","2841","Herstellung von Werkzeugmaschinen für die Metallbearbeitung"
"","","","","284100","284100","Herstellung von Werkzeugmaschinen für die Metallbearbeitung"
"","","","2849","","2849","Herstellung von sonstigen Werkzeugmaschinen"
"","","","","284900","284900","Herstellung von sonstigen Werkzeugmaschinen"
"","","289","","","289","Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige"
"","","","2891","","2891","Herstellung von Maschinen für die Metallerzeugung, von Walzwerkseinrichtungen und Giessmaschinen"
"","","","","289100","289100","Herstellung von Maschinen für die Metallerzeugung, von Walzwerkseinrichtungen und Giessmaschinen"
"","","","2892","","2892","Herstellung von Bergwerks-, Bau- und Baustoffmaschinen"
"","","","","289200","289200","Herstellung von Bergwerks-, Bau- und Baustoffmaschinen"
"","","","2893","","2893","Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung"
"","","","","289300","289300","Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung"
"","","","2894","","2894","Herstellung von Maschinen für die Textil- und Bekleidungsherstellung und die Lederverarbeitung"
"","","","","289400","289400","Herstellung von Maschinen für die Textil- und Bekleidungsherstellung und die Lederverarbeitung"
"","","","2895","","2895","Herstellung von Maschinen für die Papiererzeugung und -verarbeitung"
"","","","","289500","289500","Herstellung von Maschinen für die Papiererzeugung und -verarbeitung"
"","","","2896","","2896","Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk"
"","","","","289600","289600","Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk"
"","","","2899","","2899","Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g."
"","","","","289901","289901","Herstellung von Maschinen für die Herstellung von Druckerzeugnissen"
"","","","","289902","289902","Sonstige Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g."
"","29","","","","29","Herstellung von Automobilen und Automobilteilen"
"","","291","","","291","Herstellung von Automobilen und Automobilmotoren"
"","","","2910","","2910","Herstellung von Automobilen und Automobilmotoren"
"","","","","291000","291000","Herstellung von Automobilen und Automobilmotoren"
"","","292","","","292","Herstellung von Karosserien, Aufbauten und Anhängern"
"","","","2920","","2920","Herstellung von Karosserien, Aufbauten und Anhängern"
"","","","","292000","292000","Herstellung von Karosserien, Aufbauten und Anhängern"
"","","293","","","293","Herstellung von Teilen und Zubehör für Automobile"
"","","","2931","","2931","Herstellung elektrischer und elektronischer Ausrüstungsgegenstände für Automobile"
"","","","","293100","293100","Herstellung elektrischer und elektronischer Ausrüstungsgegenstände für Automobile"
"","","","2932","","2932","Herstellung von sonstigen Teilen und sonstigem Zubehör für Automobile"
"","","","","293200","293200","Herstellung von sonstigen Teilen und sonstigem Zubehör für Automobile"
"","30","","","","30","Sonstiger Fahrzeugbau"
"","","301","","","301","Schiff- und Bootsbau"
"","","","3011","","3011","Schiffbau (ohne Boots- und Yachtbau)"
"","","","","301100","301100","Schiffbau (ohne Boots- und Yachtbau)"
"","","","3012","","3012","Boots- und Yachtbau"
"","","","","301200","301200","Boots- und Yachtbau"
"","","302","","","302","Schienenfahrzeugbau"
"","","","3020","","3020","Schienenfahrzeugbau"
"","","","","302000","302000","Schienenfahrzeugbau"
"","","303","","","303","Luft- und Raumfahrzeugbau"
"","","","3030","","3030","Luft- und Raumfahrzeugbau"
"","","","","303000","303000","Luft- und Raumfahrzeugbau"
"","","304","","","304","Herstellung von militärischen Kampffahrzeugen"
"","","","3040","","3040","Herstellung von militärischen Kampffahrzeugen"
"","","","","304000","304000","Herstellung von militärischen Kampffahrzeugen"
"","","309","","","309","Herstellung von Fahrzeugen a. n. g."
"","","","3091","","3091","Herstellung von Motorrädern"
"","","","","309100","309100","Herstellung von Motorrädern"
"","","","3092","","3092","Herstellung von Fahrrädern sowie von Behindertenfahrzeugen"
"","","","","309201","309201","Herstellung von Fahrrädern"
"","","","","309202","309202","Herstellung von Behindertenfahrzeugen"
"","","","3099","","3099","Herstellung von sonstigen Fahrzeugen a. n. g."
"","","","","309900","309900","Herstellung von sonstigen Fahrzeugen a. n. g."
"","31","","","","31","Herstellung von Möbeln"
"","","310","","","310","Herstellung von Möbeln"
"","","","3101","","3101","Herstellung von Büro- und Ladenmöbeln"
"","","","","310100","310100","Herstellung von Büro- und Ladenbau (ohne Einbau)"
"","","","3102","","3102","Herstellung von Küchenmöbeln"
"","","","","310200","310200","Herstellung von Küchen- und Badzimmermöbeln (ohne Einbau)"
"","","","3103","","3103","Herstellung von Matratzen"
"","","","","310300","310300","Herstellung von Matratzen"
"","","","3109","","3109","Herstellung von sonstigen Möbeln"
"","","","","310900","310900","Herstellung von sonstigen Möbeln"
"","32","","","","32","Herstellung von sonstigen Waren"
"","","321","","","321","Herstellung von Münzen, Schmuck und ähnlichen Erzeugnissen"
"","","","3211","","3211","Herstellung von Münzen"
"","","","","321100","321100","Herstellung von Münzen"
"","","","3212","","3212","Herstellung von Schmuck, Gold- und Silberschmiedewaren (ohne Fantasieschmuck)"
"","","","","321201","321201","Bearbeitung von Edel- und Schmucksteinen"
"","","","","321202","321202","Herstellung von Schmuck, Gold- und Silberschmiedwaren a. n. g. (ohne Fantasieschmuck)"
"","","","3213","","3213","Herstellung von Fantasieschmuck"
"","","","","321300","321300","Herstellung von Fantasieschmuck"
"","","322","","","322","Herstellung von Musikinstrumenten"
"","","","3220","","3220","Herstellung von Musikinstrumenten"
"","","","","322000","322000","Herstellung von Musikinstrumenten"
"","","323","","","323","Herstellung von Sportgeräten"
"","","","3230","","3230","Herstellung von Sportgeräten"
"","","","","323000","323000","Herstellung von Sportgeräten"
"","","324","","","324","Herstellung von Spielwaren"
"","","","3240","","3240","Herstellung von Spielwaren"
"","","","","324000","324000","Herstellung von Spielwaren"
"","","325","","","325","Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien"
"","","","3250","","3250","Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien"
"","","","","325001","325001","Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien"
"","","","","325002","325002","Herstellung von orthopädischen und prothetischen Erzeugnissen"
"","","","","325003","325003","Zahntechnische Laboratorien"
"","","","","325004","325004","Herstellung von Brillen"
"","","329","","","329","Herstellung von Erzeugnissen a. n. g."
"","","","3291","","3291","Herstellung von Besen und Bürsten"
"","","","","329100","329100","Herstellung von Besen und Bürsten"
"","","","3299","","3299","Herstellung von sonstigen Erzeugnissen a. n. g."
"","","","","329900","329900","Herstellung von sonstigen Erzeugnissen a. n. g."
"","33","","","","33","Reparatur und Installation von Maschinen und Ausrüstungen"
"","","331","","","331","Reparatur von Metallerzeugnissen, Maschinen und Ausrüstungen"
"","","","3311","","3311","Reparatur von Metallerzeugnissen"
"","","","","331100","331100","Reparatur von Metallerzeugnissen"
"","","","3312","","3312","Reparatur von Maschinen"
"","","","","331200","331200","Reparatur von Maschinen"
"","","","3313","","3313","Reparatur von elektronischen und optischen Geräten"
"","","","","331300","331300","Reparatur von elektronischen und optischen Geräten"
"","","","3314","","3314","Reparatur von elektrischen Ausrüstungen"
"","","","","331400","331400","Reparatur von elektrischen Ausrüstungen"
"","","","3315","","3315","Reparatur und Instandhaltung von Schiffen, Booten und Yachten"
"","","","","331500","331500","Reparatur und Instandhaltung von Schiffen, Booten und Yachten"
"","","","3316","","3316","Reparatur und Instandhaltung von Luft- und Raumfahrzeugen"
"","","","","331600","331600","Reparatur und Instandhaltung von Luft- und Raumfahrzeugen"
"","","","3317","","3317","Reparatur und Instandhaltung von Fahrzeugen a. n. g."
"","","","","331700","331700","Reparatur und Instandhaltung von Fahrzeugen a. n. g."
"","","","3319","","3319","Reparatur von sonstigen Ausrüstungen"
"","","","","331900","331900","Reparatur von sonstigen Ausrüstungen"
"","","332","","","332","Installation von Maschinen und Ausrüstungen a. n. g."
"","","","3320","","3320","Installation von Maschinen und Ausrüstungen a. n. g."
"","","","","332000","332000","Installation von Maschinen und Ausrüstungen a. n. g."
"D","","","","","D","ENERGIEVERSORGUNG"
"","35","","","","35","Energieversorgung"
"","","351","","","351","Elektrizitätsversorgung"
"","","","3511","","3511","Elektrizitätserzeugung"
"","","","","351100","351100","Elektrizitätserzeugung"
"","","","3512","","3512","Elektrizitätsübertragung"
"","","","","351200","351200","Elektrizitätsübertragung"
"","","","3513","","3513","Elektrizitätsverteilung"
"","","","","351300","351300","Elektrizitätsverteilung"
"","","","3514","","3514","Elektrizitätshandel"
"","","","","351400","351400","Elektrizitätshandel"
"","","352","","","352","Gasversorgung"
"","","","3521","","3521","Gaserzeugung"
"","","","","352100","352100","Gaserzeugung"
"","","","3522","","3522","Gasverteilung durch Rohrleitungen"
"","","","","352200","352200","Gasverteilung durch Rohrleitungen"
"","","","3523","","3523","Gashandel durch Rohrleitungen"
"","","","","352300","352300","Gashandel durch Rohrleitungen"
"","","353","","","353","Wärme- und Kälteversorgung"
"","","","3530","","3530","Wärme- und Kälteversorgung"
"","","","","353000","353000","Wärme- und Kälteversorgung"
"E","","","","","E","WASSERVERSORGUNG; ABWASSER- UND ABFALLENTSORGUNG UND BESEITIGUNG VON UMWELTVERSCHMUTZUNGEN"
"","36","","","","36","Wasserversorgung"
"","","360","","","360","Wasserversorgung"
"","","","3600","","3600","Wasserversorgung"
"","","","","360000","360000","Wasserversorgung"
"","37","","","","37","Abwasserentsorgung"
"","","370","","","370","Abwasserentsorgung"
"","","","3700","","3700","Abwasserentsorgung"
"","","","","370000","370000","Abwasserentsorgung"
"","38","","","","38","Sammlung, Behandlung und Beseitigung von Abfällen; Rückgewinnung"
"","","381","","","381","Sammlung von Abfällen"
"","","","3811","","3811","Sammlung nicht gefährlicher Abfälle"
"","","","","381100","381100","Sammlung nicht gefährlicher Abfälle"
"","","","3812","","3812","Sammlung gefährlicher Abfälle"
"","","","","381200","381200","Sammlung gefährlicher Abfälle"
"","","382","","","382","Abfallbehandlung und -beseitigung"
"","","","3821","","3821","Behandlung und Beseitigung nicht gefährlicher Abfälle"
