Section,Division,Group,Class,Type,Code,Name_en
"A","","","","","A","AGRICULTURE, FORESTRY AND FISHING"
"","","","","852003","852003","Compulsory schooling n.e.c."
"","","853","","","853","Secondary education"
"","","","8531","","8531","General secondary education"
"","","","","853101","853101","Lower secondary schools, junior high schools, upper primary levels"
"","","","","853102","853102","Upper secondary schools"
"","","","","853103","853103","Intermediate diploma schools and other general education schools"
"","","","8532","","8532","Technical and vocational secondary education"
"","","","","853200","853200","Technical and vocational upper secondary education"
"","","854","","","854","Higher education"
"","","","8541","","8541","Post-secondary non-tertiary education"
"","","","","854100","854100","Post-secondary non-tertiary education"
"","","","8542","","8542","Tertiary education"
"","","","","854201","854201","Universities"
"","","","","854202","854202","Institutes of higher education"
"","","","","854203","854203","Vocational higher education"
"","","855","","","855","Other education"
"","","","8551","","8551","Sports and recreation education"
"","","","","855100","855100","Sports and recreation education"
"","","","8552","","8552","Cultural education"
"","","","","855200","855200","Cultural education"
"","","","8553","","8553","Driving school activities"
"","","","","855300","855300","Driving school activities"
"","","","8559","","8559","Other education n.e.c."
"","","","","855901","855901","Language schools"
"","","","","855902","855902","IT schools"
"","","","","855903","855903","Further vocational training, adult education"
"","","","","855904","855904","Other education n.e.c."
"","","856","","","856","Educational support activities"
"","","","8560","","8560","Educational support activities"
"","","","","856000","856000","Educational support activities"
"Q","","","","","Q","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES"
"","86","","","","86","Human health activities"
"","","861","","","861","Hospital activities"
"","","","8610","","8610","Hospital activities"
"","","","","861001","861001","General care hospitals"
"","","","","861002","861002","Special clinics"
"","","862","","","862","Medical and dental practice activities"
"","","","8621","","8621","General medical practice activities"
"","","","","862100","862100","General medical practice activities"
"","","","8622","","8622","Specialist medical practice activities"
"","","","","862200","862200","Specialists medical practice activities"
"","","","8623","","8623","Dental practice activities"
"","","","","862300","862300","Dental practice activities"
"","","869","","","869","Other human health activities"
"","","","8690","","8690","Other human health activities"
"","","","","869001","869001","Psychotherapy and psychology"
"","","","","869002","869002","Physiotherapy"
"","","","","869003","869003","Nursing, district nursing"
"","","","","869004","869004","Midwifery"
"","","","","869005","869005","Other paramedical activities"
"","","","","869006","869006","Medical laboratories"
"","","","","869007","869007","Other human health activities n.e.c."
"","87","","","","87","Residential care activities"
"","","871","","","871","Residential nursing care activities"
"","","","8710","","8710","Residential nursing care activities"
"","","","","871000","871000","Residential nursing care activities"
"","","872","","","872","Residential care activities for mental retardation, mental health and substance abuse"
"","","","8720","","8720","Residential care activities for mental retardation, mental health and substance abuse"
"","","","","872001","872001","Institutions for addicts"
"","","","","872002","872002","Institutions for psychosocial cases"
"","","873","","","873","Residential care activities for the elderly and disabled"
"","","","8730","","8730","Residential care activities for the elderly and disabled"
"","","","","873001","873001","Retirement homes"
"","","","","873002","873002","Institutions for the disabled persons"
"","","879","","","879","Other residential care activities"
"","","","8790","","8790","Other residential care activities"
"","","","","879001","879001","Residential homes for children and young people"
"","","","","879002","879002","Reform schools"
"","","","","879003","879003","Other residential homes"
"","88","","","","88","Social work activities without accommodation"
"","","881","","","881","Social work activities without accommodation for the elderly and disabled"
"","","","8810","","8810","Social work activities without accommodation for the elderly and disabled"
"","","","","881000","881000","Social work activities without accommodation for the elderly and disabled"
"","","889","","","889","Other social work activities without accommodation"
"","","","8891","","8891","Child day-care activities"
"","","","","889100","889100","Crèches and day nurseries"
"","","","8899","","8899","Other social work activities without accommodation n.e.c."
"","","","","889901","889901","Charitable institutions"
"","","","","889902","889902","Other social activities without accommodation"
"R","","","","","R","ARTS, ENTERTAINMENT AND RECREATION"
"","90","","","","90","Creative, arts and entertainment activities"
"","","900","","","900","Creative, arts and entertainment activities"
"","","","9001","","9001","Performing arts"
"","","","","900101","900101","Theatre and ballet companies"
"","","","","900102","900102","Orchestras, choirs, musicians"
"","","","9002","","9002","Support activities to performing arts"
"","","","","900200","900200","Support activities to performing arts"
"","","","9003","","9003","Artistic creation"
"","","","","900301","900301","Painters, sculptors and other self-employed artists"
"","","","","900302","900302","Other artistic and literary activities"
"","","","","900303","900303","Freelance journalists"
"","","","9004","","9004","Operation of arts facilities"
"","","","","900400","900400","Operation of arts facilities"
"","91","","","","91","Libraries, archives, museums and other cultural activities"
"","","910","","","910","Libraries, archives, museums and other cultural activities"
"","","","9101","","9101","Library and archives activities"
"","","","","910100","910100","Library and archives activities"
"","","","9102","","9102","Museums activities"
"","","","","910200","910200","Museums activities"
"","","","9103","","9103","Operation of historical sites and buildings and similar visitor attractions"
"","","","","910300","910300","Operation of historical sites and buildings and similar visitor attractions"
"","","","9104","","9104","Botanical and zoological gardens and nature reserves activities"
"","","","","910400","910400","Botanical and zoological gardens and nature reserves activities"
"","92","","","","92","Gambling and betting activities"
"","","920","","","920","Gambling and betting activities"
"","","","9200","","9200","Gambling and betting activities"
"","","","","920000","920000","Gambling and betting activities"
"","93","","","","93","Sports activities and amusement and recreation activities"
"","","931","","","931","Sports activities"
"","","","9311","","9311","Operation of sports facilities"
"","","","","931100","931100","Operation of sports facilities"
"","","","9312","","9312","Activities of sport clubs"
"","","","","931200","931200","Activities of sport clubs"
"","","","9313","","9313","Fitness facilities"
"","","","","931300","931300","Fitness facilities"
"","","","9319","","9319","Other sports activities"
"","","","","931900","931900","Other sports activities"
"","","932","","","932","Amusement and recreation activities"
"","","","9321","","9321","Activities of amusement parks and theme parks"
"","","","","932100","932100","Activities of amusement parks and theme parks"
"","","","9329","","9329","Other amusement and recreation activities"
"","","","","932900","932900","Other amusement and recreation activities"
"S","","","","","S","OTHER SERVICE ACTIVITIES"
"","94","","","","94","Activities of membership organisations"
"","","941","","","941","Activities of business, employers and professional membership organisations"
"","","","9411","","9411","Activities of business and employers membership organisations"
"","","","","941100","941100","Activities of business and employers membership organisations"
"","","","9412","","9412","Activities of professional membership organisations"
"","","","","941200","941200","Activities of professional membership organisations"
"","","942","","","942","Activities of trade unions"
"","","","9420","","9420","Activities of trade unions"
"","","","","942000","942000","Activities of trade unions"
"","","949","","","949","Activities of other membership organisations"
"","","","9491","","9491","Activities of religious organisations"
"","","","","949101","949101","Activities of religious organisations"
"","","","","949102","949102","Monasteries and convents"
"","","","9492","","9492","Activities of political organisations"
"","","","","949200","949200","Activities of political organisations"
"","","","9499","","9499","Activities of other membership organisations n.e.c."
"","","","","949901","949901","Cultural, education, scientific and research organisations"
"","","","","949902","949902","Healthcare organisations"
"","","","","949903","949903","Youth organisations"
"","","","","949904","949904","Other interest groups"
"","95","","","","95","Repair of computers and personal and household goods"
"","","951","","","951","Repair of computers and communication equipment"
"","","","9511","","9511","Repair of computers and peripheral equipment"
"","","","","951100","951100","Repair of computers and peripheral equipment"
"","","","9512","","9512","Repair of communication equipment"
"","","","","951200","951200","Repair of communication equipment"
"","","952","","","952","Repair of personal and household goods"
"","","","9521","","9521","Repair of consumer electronics"
"","","","","952100","952100","Repair of consumer electronics"
"","","","9522","","9522","Repair of household appliances and home and garden equipment"
"","","","","952200","952200","Repair of household appliances and home and garden equipment"
"","","","9523","","9523","Repair of footwear and leather goods"
"","","","","952300","952300","Repair of footwear and leather goods"
"","","","9524","","9524","Repair of furniture and home furnishings"
"","","","","952400","952400","Repair of furniture and home furnishings"
"","","","9525","","9525","Repair of watches, clocks and jewellery"
"","","","","952500","952500","Repair of watches, clocks and jewellery"
"","","","9529","","9529","Repair of other personal and household goods"
"","","","","952900","952900","Repair of other personal and household goods"
"","96","","","","96","Other personal service activities"
"","","960","","","960","Other personal service activities"
"","","","9601","","9601","Washing and (dry-)cleaning of textile and fur products"
"","","","","960101","960101","Washing of textiles"
"","","","","960102","960102","Dry-cleaning"
"","","","9602","","9602","Hairdressing and other beauty treatment"
"","","","","960201","960201","Hairdressing salons"
"","","","","960202","960202","Beauty salons"
"","","","9603","","9603","Funeral and related activities"
"","","","","960300","960300","Funeral and related activities"
"","","","9604","","9604","Physical well-being activities"
"","","","","960401","960401","Saunas, tanning studios"
"","","","","960402","960402","Other physical well-being activities"
"","","","9609","","9609","Other personal service activities n.e.c."
"","","","","960900","960900","Other personal service activities n.e.c."
"T","","","","","T","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE"
"","97","","","","97","Activities of households as employers of domestic personnel"
"","","970","","","970","Activities of households as employers of domestic personnel"
"","","","9700","","9700","Activities of households as employers of domestic personnel"
"","","","","970000","970000","Activities of households as employers of domestic personnel"
"","98","","","","98","Undifferentiated goods- and services-producing activities of private households for own use"
"","","981","","","981","Undifferentiated goods-producing activities of private households for own use"
"","","","9810","","9810","Undifferentiated goods-producing activities of private households for own use"
"","","","","981000","981000","Undifferentiated goods-producing activities of private households for own use"
"","","982","","","982","Undifferentiated service-producing activities of private households for own use"
"","","","9820","","9820","Undifferentiated service-producing activities of private households for own use"
"","","","","982000","982000","Undifferentiated service-producing activities of private households for own use"
"U","","","","","U","ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES"
"","99","","","","99","Activities of extraterritorial organisations and bodies"
"","","990","","","990","Activities of extraterritorial organisations and bodies"
"","","","9900","","9900","Activities of extraterritorial organisations and bodies"
"","","","","990001","990001","Consulates"
"","","","","990002","990002","Embassies"
"","","","","990003","990003","International organisations of an administrative nature"
