Section,Division,Groupe,Classe,Genre,Code,Name_fr
"A","","","","","A","AGRICULTURE, SYLVICULTURE ET PÊCHE"
"","","","","243100","243100","Étirage à froid de barres"
"","","","2432","","2432","Laminage à froid de feuillards"
"","","","","243200","243200","Laminage à froid de feuillards"
"","","","2433","","2433","Profilage à froid par formage ou pliage"
"","","","","243300","243300","Profilage à froid par formage ou pliage"
"","","","2434","","2434","Tréfilage à froid"
"","","","","243400","243400","Tréfilage à froid"
"","","244","","","244","Production de métaux précieux et d'autres métaux non ferreux"
"","","","2441","","2441","Production de métaux précieux"
"","","","","244100","244100","Production de métaux précieux"
"","","","2442","","2442","Métallurgie de l'aluminium"
"","","","","244200","244200","Production et première transformation de l'aluminium"
"","","","2443","","2443","Métallurgie du plomb, du zinc ou de l'étain"
"","","","","244300","244300","Production et première transformation du plomb, du zinc et de l'étain"
"","","","2444","","2444","Métallurgie du cuivre"
"","","","","244400","244400","Production et première transformation du cuivre"
"","","","2445","","2445","Métallurgie des autres métaux non ferreux"
"","","","","244500","244500","Production et première transformation d'autres métaux non ferreux"
"","","","2446","","2446","Élaboration et transformation de matières nucléaires"
"","","","","244600","244600","Élaboration et transformation de matières nucléaires"
"","","245","","","245","Fonderie"
"","","","2451","","2451","Fonderie de fonte"
"","","","","245100","245100","Fonderie de fonte"
"","","","2452","","2452","Fonderie d'acier"
"","","","","245200","245200","Fonderie d'acier"
"","","","2453","","2453","Fonderie de métaux légers"
"","","","","245300","245300","Fonderie de métaux légers"
"","","","2454","","2454","Fonderie d'autres métaux non ferreux"
"","","","","245400","245400","Fonderie d'autres métaux non ferreux"
"","25","","","","25","Fabrication de produits métalliques, à l'exception des machines et des équipements"
"","","251","","","251","Fabrication d'éléments en métal pour la construction"
"","","","2511","","2511","Fabrication de structures métalliques et de parties de structures"
"","","","","251100","251100","Fabrication de structures métalliques et de parties de structures"
"","","","2512","","2512","Fabrication de portes et fenêtres en métal"
"","","","","251200","251200","Fabrication de portes et fenêtres en métal"
"","","252","","","252","Fabrication de réservoirs, citernes et conteneurs métalliques"
"","","","2521","","2521","Fabrication de radiateurs et de chaudières pour le chauffage central"
"","","","","252100","252100","Fabrication de radiateurs et de chaudières pour le chauffage central"
"","","","2529","","2529","Fabrication d'autres réservoirs, citernes et conteneurs métalliques"
"","","","","252900","252900","Fabrication d'autres réservoirs, citernes et conteneurs métalliques"
"","","253","","","253","Fabrication de générateurs de vapeur à l'exception des chaudières pour le chauffage central"
"","","","2530","","2530","Fabrication de générateurs de vapeur à l'exception des chaudières pour le chauffage central"
"","","","","253000","253000","Fabrication de générateurs de vapeur à l'exception des chaudières pour le chauffage central"
"","","254","","","254","Fabrication d'armes et de munitions"
"","","","2540","","2540","Fabrication d'armes et de munitions"
"","","","","254000","254000","Fabrication d'armes et de munitions"
"","","255","","","255","Forge, emboutissage, estampage; métallurgie des poudres"
"","","","2550","","2550","Forge, emboutissage, estampage; métallurgie des poudres"
"","","","","255000","255000","Forge, emboutissage, estampage; métallurgie des poudres"
"","","256","","","256","Traitement et revêtement des métaux; usinage"
"","","","2561","","2561","Traitement et revêtement des métaux"
"","","","","256100","256100","Traitement et revêtement des métaux"
"","","","2562","","2562","Usinage"
"","","","","256201","256201","Ateliers mécaniques"
"","","","","256202","256202","Serrureries"
"","","","","256203","256203","Forges"
"","","257","","","257","Fabrication de coutellerie, d'outillage et de quincaillerie"
"","","","2571","","2571","Fabrication de coutellerie"
"","","","","257100","257100","Fabrication de coutellerie"
"","","","2572","","2572","Fabrication de serrures et de ferrures"
"","","","","257200","257200","Fabrication de serrures et de ferrures"
"","","","2573","","2573","Fabrication d'outillage"
"","","","","257300","257300","Fabrication d'outillage"
"","","259","","","259","Fabrication d'autres ouvrages en métaux"
"","","","2591","","2591","Fabrication de fûts et emballages métalliques similaires"
"","","","","259100","259100","Fabrication de fûts et emballages métalliques similaires"
"","","","2592","","2592","Fabrication d'emballages métalliques légers"
"","","","","259200","259200","Fabrication d'emballages métalliques légers"
"","","","2593","","2593","Fabrication d'articles en fils métalliques, de chaînes et de ressorts"
"","","","","259300","259300","Fabrication d'articles en fils métalliques, de chaînes et de ressorts"
"","","","2594","","2594","Fabrication de vis et de boulons"
"","","","","259400","259400","Fabrication de vis et de boulons"
"","","","2599","","2599","Fabrication d'autres produits métalliques n.c.a."
"","","","","259900","259900","Fabrication d'autres produits métalliques n.c.a."
"","26","","","","26","Fabrication de produits informatiques, électroniques et optiques"
"","","261","","","261","Fabrication de composants et cartes électroniques"
"","","","2611","","2611","Fabrication de composants électroniques"
"","","","","261100","261100","Fabrication de composants électroniques"
"","","","2612","","2612","Fabrication de cartes électroniques assemblées"
"","","","","261200","261200","Fabrication de cartes électroniques assemblées"
"","","262","","","262","Fabrication d'ordinateurs et d'équipements périphériques"
"","","","2620","","2620","Fabrication d'ordinateurs et d'équipements périphériques"
"","","","","262000","262000","Fabrication d'ordinateurs et d'équipements périphériques"
"","","263","","","263","Fabrication d'équipements de communication"
"","","","2630","","2630","Fabrication d'équipements de communication"
"","","","","263000","263000","Fabrication d'équipements de communication"
"","","264","","","264","Fabrication de produits électroniques grand public"
"","","","2640","","2640","Fabrication de produits électroniques grand public"
"","","","","264000","264000","Fabrication de produits électroniques grand public"
"","","265","","","265","Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation; horlogerie"
"","","","2651","","2651","Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation"
"","","","","265100","265100","Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation"
"","","","2652","","2652","Horlogerie"
"","","","","265201","265201","Fabrication et assemblage de montres"
"","","","","265202","265202","Fabrication et assemblage de grosse horlogerie"
"","","","","265203","265203","Fabrication et assemblage de mouvements"
"","","","","265204","265204","Fabrication de l'habillage"
"","","","","265205","265205","Fabrication d'autres fournitures d'horlogerie"
"","","266","","","266","Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques"
"","","","2660","","2660","Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques"
"","","","","266000","266000","Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques"
"","","267","","","267","Fabrication de matériels optique et photographique"
"","","","2670","","2670","Fabrication de matériels optique et photographique"
"","","","","267000","267000","Fabrication de matériels optique et photographique"
"","","268","","","268","Fabrication de supports magnétiques et optiques"
"","","","2680","","2680","Fabrication de supports magnétiques et optiques"
"","","","","268000","268000","Fabrication de supports magnétiques et optiques"
"","27","","","","27","Fabrication d'équipements électriques"
"","","271","","","271","Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique"
"","","","2711","","2711","Fabrication de moteurs, génératrices et transformateurs électriques"
"","","","","271100","271100","Fabrication de moteurs, génératrices et transformateurs électriques"
"","","","2712","","2712","Fabrication de matériel de distribution et de commande électrique"
"","","","","271200","271200","Fabrication de matériel de distribution et de commande électrique"
"","","272","","","272","Fabrication de piles et d'accumulateurs électriques"
"","","","2720","","2720","Fabrication de piles et d'accumulateurs électriques"
"","","","","272000","272000","Fabrication de piles et d'accumulateurs électriques"
"","","273","","","273","Fabrication de fils et câbles et de matériel d'installation électrique"
"","","","2731","","2731","Fabrication de câbles de fibres optiques"
"","","","","273100","273100","Fabrication de câbles de fibres optiques"
"","","","2732","","2732","Fabrication d'autres fils et câbles électroniques ou électriques"
"","","","","273200","273200","Fabrication d'autres fils et câbles électroniques ou électriques"
"","","","2733","","2733","Fabrication de matériel d'installation électrique"
"","","","","273300","273300","Fabrication de matériel d'installation électrique"
"","","274","","","274","Fabrication d'appareils d'éclairage électrique"
"","","","2740","","2740","Fabrication d'appareils d'éclairage électrique"
"","","","","274000","274000","Fabrication d'appareils d'éclairage électrique"
"","","275","","","275","Fabrication d'appareils ménagers"
"","","","2751","","2751","Fabrication d'appareils électroménagers"
"","","","","275100","275100","Fabrication d'appareils électroménagers"
"","","","2752","","2752","Fabrication d'appareils ménagers non électriques"
"","","","","275200","275200","Fabrication d'appareils ménagers non électriques"
"","","279","","","279","Fabrication d'autres matériels électriques"
"","","","2790","","2790","Fabrication d'autres matériels électriques"
"","","","","279000","279000","Fabrication d'autres matériels électriques"
"","28","","","","28","Fabrication de machines et équipements n.c.a."
"","","281","","","281","Fabrication de machines d'usage général"
"","","","2811","","2811","Fabrication de moteurs et turbines à l'exception des moteurs d'avions et de véhicules"
"","","","","281100","281100","Fabrication de moteurs et turbines à l'exception des moteurs d'avions et de véhicules"
"","","","2812","","2812","Fabrication d'équipements hydrauliques et pneumatiques"
"","","","","281200","281200","Fabrication d'équipements hydrauliques et pneumatiques"
"","","","2813","","2813","Fabrication d'autres pompes et compresseurs"
"","","","","281300","281300","Fabrication d'autres pompes et compresseurs"
"","","","2814","","2814","Fabrication d'articles de robinetterie"
"","","","","281400","281400","Fabrication d'articles de robinetterie"
"","","","2815","","2815","Fabrication d'engrenages et d'organes mécaniques de transmission"
"","","","","281500","281500","Fabrication d'engrenages et d'organes mécaniques de transmission"
"","","282","","","282","Fabrication d'autres machines d'usage général"
"","","","2821","","2821","Fabrication de fours et brûleurs"
"","","","","282100","282100","Fabrication de fours et brûleurs"
"","","","2822","","2822","Fabrication de matériel de levage et de manutention"
"","","","","282200","282200","Fabrication de matériel de levage et de manutention"
"","","","2823","","2823","Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)"
"","","","","282300","282300","Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)"
"","","","2824","","2824","Fabrication d'outillage portatif à moteur incorporé"
"","","","","282400","282400","Fabrication d'outillage portatif à moteur incorporé"
"","","","2825","","2825","Fabrication d'équipements aérauliques et frigorifiques industriels"
"","","","","282500","282500","Fabrication d'équipements aérauliques et frigorifiques industriels"
"","","","2829","","2829","Fabrication de machines diverses d'usage général"
"","","","","282900","282900","Fabrication de machines diverses d'usage général"
"","","283","","","283","Fabrication de machines agricoles et forestières"
"","","","2830","","2830","Fabrication de machines agricoles et forestières"
"","","","","283000","283000","Fabrication de machines agricoles et forestières"
"","","284","","","284","Fabrication de machines de formage des métaux et de machines-outils"
"","","","2841","","2841","Fabrication de machines de formage des métaux"
"","","","","284100","284100","Fabrication de machines de formage des métaux"
"","","","2849","","2849","Fabrication d'autres machines-outils"
"","","","","284900","284900","Fabrication d'autres machines-outils"
"","","289","","","289","Fabrication d'autres machines d'usage spécifique"
"","","","2891","","2891","Fabrication de machines pour la métallurgie"
"","","","","289100","289100","Fabrication de machines pour la métallurgie"
"","","","2892","","2892","Fabrication de machines pour l'extraction ou la construction"
"","","","","289200","289200","Fabrication de machines pour l'extraction ou la construction"
"","","","2893","","2893","Fabrication de machines pour l'industrie agro-alimentaire"
"","","","","289300","289300","Fabrication de machines pour l'industrie agro-alimentaire"
"","","","2894","","2894","Fabrication de machines pour les industries textiles"
"","","","","289400","289400","Fabrication de machines pour les industries textiles"
"","","","2895","","2895","Fabrication de machines pour les industries du papier et du carton"
"","","","","289500","289500","Fabrication de machines pour les industries du papier et du carton"
"","","","2896","","2896","Fabrication de machines pour le travail du caoutchouc ou des plastiques"
"","","","","289600","289600","Fabrication de machines pour le travail du caoutchouc ou des plastiques"
"","","","2899","","2899","Fabrication d'autres machines d'usage spécifique n.c.a."
"","","","","289901","289901","Fabrication de machines d'imprimerie"
"","","","","289902","289902","Autres fabrications de machines pour d'autres usages spécifiques n.c.a."
"","29","","","","29","Industrie automobile"
"","","291","","","291","Construction de véhicules automobiles"
"","","","2910","","2910","Construction de véhicules automobiles"
"","","","","291000","291000","Construction de véhicules automobiles"
"","","292","","","292","Fabrication de carrosseries et remorques"
"","","","2920","","2920","Fabrication de carrosseries et remorques"
"","","","","292000","292000","Fabrication de carrosseries et remorques"
"","","293","","","293","Fabrication d'équipements automobiles"
"","","","2931","","2931","Fabrication d'équipements électriques et électroniques automobiles"
"","","","","293100","293100","Fabrication d'équipements électriques et électroniques automobiles"
"","","","2932","","2932","Fabrication d'autres équipements automobiles"
"","","","","293200","293200","Fabrication d'autres équipements automobiles"
"","30","","","","30","Fabrication d'autres matériels de transport"
"","","301","","","301","Construction navale"
"","","","3011","","3011","Construction de navires et de structures flottantes"
"","","","","301100","301100","Construction de navires et de structures flottantes"
"","","","3012","","3012","Construction de bateaux de plaisance"
"","","","","301200","301200","Construction de bateaux de plaisance"
"","","302","","","302","Construction de locomotives et d'autre matériel ferroviaire roulant"
"","","","3020","","3020","Construction de locomotives et d'autre matériel ferroviaire roulant"
"","","","","302000","302000","Construction de locomotives et d'autre matériel ferroviaire roulant"
"","","303","","","303","Construction aéronautique et spatiale"
"","","","3030","","3030","Construction aéronautique et spatiale"
"","","","","303000","303000","Construction aéronautique et spatiale"
"","","304","","","304","Construction de véhicules militaires de combat"
"","","","3040","","3040","Construction de véhicules militaires de combat"
"","","","","304000","304000","Construction de véhicules militaires de combat"
"","","309","","","309","Fabrication de matériels de transport n.c.a."
"","","","3091","","3091","Fabrication de motocycles"
"","","","","309100","309100","Fabrication de motocycles"
"","","","3092","","3092","Fabrication de bicyclettes et de véhicules pour invalides"
"","","","","309201","309201","Fabrication de vélos"
"","","","","309202","309202","Fabrication de véhicules pour invalides"
"","","","3099","","3099","Fabrication d'autres équipements de transport n.c.a."
"","","","","309900","309900","Fabrication d'autres équipements de transport n.c.a."
"","31","","","","31","Fabrication de meubles"
"","","310","","","310","Fabrication de meubles"
"","","","3101","","3101","Fabrication de meubles de bureau et de magasin"
"","","","","310100","310100","Fabrication de meubles de bureau et de magasin (sans montage)"
"","","","3102","","3102","Fabrication de meubles de cuisine"
"","","","","310200","310200","Fabrication de meubles de cuisine et de salle de bains (sans montage)"
"","","","3103","","3103","Fabrication de matelas"
"","","","","310300","310300","Fabrication de matelas"
"","","","3109","","3109","Fabrication d'autres meubles"
"","","","","310900","310900","Fabrication d'autres meubles"
"","32","","","","32","Autres industries manufacturières"
"","","321","","","321","Fabrication d'articles de joaillerie, bijouterie et d'articles similaires"
"","","","3211","","3211","Frappe de monnaie"
"","","","","321100","321100","Frappe de monnaie"
"","","","3212","","3212","Fabrication d'articles de joaillerie et bijouterie"
"","","","","321201","321201","Activités des lapidaires"
"","","","","321202","321202","Fabrication de bijoux, d'articles de bijouterie en or ou en argent n.c.a. (sans la fabrication de bijoux fantaisie)"
"","","","3213","","3213","Fabrication d'articles de bijouterie fantaisie et articles similaires"
"","","","","321300","321300","Fabrication d'articles de bijouterie fantaisie et articles similaires"
"","","322","","","322","Fabrication d'instruments de musique"
"","","","3220","","3220","Fabrication d'instruments de musique"
"","","","","322000","322000","Fabrication d'instruments de musique"
"","","323","","","323","Fabrication d'articles de sport"
"","","","3230","","3230","Fabrication d'articles de sport"
"","","","","323000","323000","Fabrication d'articles de sport"
"","","324","","","324","Fabrication de jeux et jouets"
"","","","3240","","3240","Fabrication de jeux et jouets"
"","","","","324000","324000","Fabrication de jeux et jouets"
"","","325","","","325","Fabrication d'instruments et de fournitures à usage médical et dentaire"
"","","","3250","","3250","Fabrication d'instruments et de fournitures à usage médical et dentaire"
"","","","","325001","325001","Fabrication d'instruments et de fournitures à usage médical et dentaire"
"","","","","325002","325002","Fabrication de matériel orthopédique et prothétique"
"","","","","325003","325003","Activités des mécaniciens-dentistes"
"","","","","325004","325004","Fabrication de lunettes"
"","","329","","","329","Activités manufacturières n.c.a."
"","","","3291","","3291","Fabrication d'articles de brosserie"
"","","","","329100","329100","Fabrication d'articles de brosserie"
"","","","3299","","3299","Autres activités manufacturières n.c.a."
"","","","","329900","329900","Autres activités manufacturières n.c.a."
"","33","","","","33","Réparation et installation de machines et d'équipements"
"","","331","","","331","Réparation d'ouvrages en métaux, de machines et d'équipements"
"","","","3311","","3311","Réparation d'ouvrages en métaux"
"","","","","331100","331100","Réparation d'ouvrages en métaux"
"","","","3312","","3312","Réparation de machines et équipements mécaniques"
"","","","","331200","331200","Réparation de machines et équipements mécaniques"
"","","","3313","","3313","Réparation de matériels électroniques et optiques"
"","","","","331300","331300","Réparation de matériels électroniques et optiques"
"","","","3314","","3314","Réparation d'équipements électriques"
"","","","","331400","331400","Réparation d'équipements électriques"
"","","","3315","","3315","Réparation et maintenance navale"
"","","","","331500","331500","Réparation et maintenance navale"
"","","","3316","","3316","Réparation et maintenance d'aéronefs et d'engins spatiaux"
"","","","","331600","331600","Réparation et maintenance d'aéronefs et d'engins spatiaux"
"","","","3317","","3317","Réparation et maintenance d'autres équipements de transport"
"","","","","331700","331700","Réparation et maintenance d'autres équipements de transport"
"","","","3319","","3319","Réparation d'autres équipements"
"","","","","331900","331900","Réparation d'autres équipements"
"","","332","","","332","Installation de machines et d'équipements industriels"
"","","","3320","","3320","Installation de machines et d'équipements industriels"
"","","","","332000","332000","Installation de machines et d'équipements industriels"
"D","","","","","D","PRODUCTION ET DISTRIBUTION D'ÉLECTRICITÉ, DE GAZ, DE VAPEUR ET D'AIR CONDITIONNÉ"
"","35","","","","35","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
"","","351","","","351","Production, transport et distribution d'électricité"
"","","","3511","","3511","Production d'électricité"
"","","","","351100","351100","Production d'électricité"
"","","","3512","","3512","Transport d'électricité"
"","","","","351200","351200","Transport d'électricité"
"","","","3513","","3513","Distribution d'électricité"
"","","","","351300","351300","Distribution d'électricité"
"","","","3514","","3514","Commerce d'électricité"
"","","","","351400","351400","Commerce d'électricité"
"","","352","","","352","Production et distribution de combustibles gazeux"
"","","","3521","","3521","Production de combustibles gazeux"
"","","","","352100","352100","Production de combustibles gazeux"
"","","","3522","","3522","Distribution de combustibles gazeux par conduites"
"","","","","352200","352200","Distribution de combustibles gazeux par conduites"
"","","","3523","","3523","Commerce de combustibles gazeux par conduites"
"","","","","352300","352300","Commerce de combustibles gazeux par conduites"
"","","353","","","353","Production et distribution de vapeur et d'air conditionné"
"","","","3530","","3530","Production et distribution de vapeur et d'air conditionné"
"","","","","353000","353000","Production et distribution de vapeur et d'air conditionné"
"E","","","","","E","PRODUCTION ET DISTRIBUTION D'EAU; ASSAINISSEMENT, GESTION DES DÉCHETS ET DEPOLLUTION"
"","36","","","","36","Captage, traitement et distribution d'eau"
"","","360","","","360","Captage, traitement et distribution d'eau"
"","","","3600","","3600","Captage, traitement et distribution d'eau"
"","","","","360000","360000","Captage, traitement et distribution d'eau"
"","37","","","","37","Collecte et traitement des eaux usées"
"","","370","","","370","Collecte et traitement des eaux usées"
"","","","3700","","3700","Collecte et traitement des eaux usées"
"","","","","370000","370000","Collecte et traitement des eaux usées"
"","38","","","","38","Collecte, traitement et élimination des déchets; récupération"
"","","381","","","381","Collecte des déchets"
"","","","3811","","3811","Collecte des déchets non dangereux"
"","","","","381100","381100","Collecte des déchets non dangereux"
"","","","3812","","3812","Collecte des déchets dangereux"
"","","","","381200","381200","Collecte des déchets dangereux"
"","","382","","","382","Traitement et élimination des déchets"
"","","","3821","","3821","Traitement et élimination des déchets non dangereux"
"","","","","382100","382100","Traitement et élimination des déchets non dangereux"
"","","","3822","","3822","Traitement et élimination des déchets dangereux"
"","","","","382200","382200","Traitement et élimination des déchets dangereux"
"","","383","","","383","Récupération"
"","","","3831","","3831","Démantèlement d'épaves"
"","","","","383100","383100","Démantèlement d'épaves"
"","","","3832","","3832","Récupération de déchets triés"
"","","","","383200","383200","Récupération de déchets triés"
"","39","","","","39","Dépollution et autres services de gestion des déchets"
"","","390","","","390","Dépollution et autres services de gestion des déchets"
"","","","3900","","3900","Dépollution et autres services de gestion des déchets"
"","","","","390000","390000","Dépollution et autres services de gestion des déchets"
"F","","","","","F","CONSTRUCTION"
"","41","","","","41","Construction de bâtiments"
"","","411","","","411","Promotion immobilière"
"","","","4110","","4110","Promotion immobilière"
"","","","","411000","411000","Promotion immobilière"
"","","412","","","412","Construction de bâtiments résidentiels et non résidentiels"
"","","","4120","","4120","Construction de bâtiments résidentiels et non résidentiels"
"","","","","412001","412001","Construction générale de bâtiments"
"","","","","412002","412002","Activités des entreprises générales de construction"
"","","","","412003","412003","Construction générale de bâtiments et d'ouvrages de génie civil sans prédominance"
"","","","","412004","412004","Entretien et réparation de bâtiments"
"","42","","","","42","Génie civil"
"","","421","","","421","Construction de routes et de voies ferrées"
"","","","4211","","4211","Construction de routes et autoroutes"
"","","","","421100","421100","Construction de routes et autoroutes"
"","","","4212","","4212","Construction de voies ferrées de surface et souterraines"
"","","","","421200","421200","Construction de voies ferrées de surface et souterraines"
"","","","4213","","4213","Construction de ponts et tunnels"
"","","","","421300","421300","Construction de ponts et tunnels"
"","","422","","","422","Construction de réseaux et de lignes"
"","","","4221","","4221","Construction de réseaux pour fluides"
"","","","","422100","422100","Construction de réseaux pour fluides"
"","","","4222","","4222","Construction de réseaux électriques et de télécommunications"
"","","","","422200","422200","Construction de réseaux électriques et de télécommunications"
"","","429","","","429","Construction d'autres ouvrages de génie civil"
"","","","4291","","4291","Construction d'ouvrages maritimes et fluviaux"
"","","","","429100","429100","Construction d'ouvrages maritimes et fluviaux"
"","","","4299","","4299","Construction d'autres ouvrages de génie civil n.c.a."
"","","","","429900","429900","Construction d'autres ouvrages de génie civil n.c.a."
"","43","","","","43","Travaux de construction spécialisés"
"","","431","","","431","Démolition et préparation des sites"
"","","","4311","","4311","Travaux de démolition"
"","","","","431100","431100","Travaux de démolition"
"","","","4312","","4312","Travaux de préparation des sites"
"","","","","431200","431200","Travaux de préparation des sites"
"","","","4313","","4313","Forages et sondages"
"","","","","431300","431300","Forages et sondages"
"","","432","","","432","Travaux d'installation électrique, plomberie et autres travaux d'installation"
"","","","4321","","4321","Installation électrique"
"","","","","432100","432100","Installation électrique"
"","","","4322","","4322","Travaux de plomberie et installation de chauffage et de conditionnement d'air"
"","","","","432201","432201","Installation d'équipements sanitaires"
"","","","","432202","432202","Installation d'équipements sanitaires et ferblanterie"
"","","","","432203","432203","Installation d'équipements sanitaires et de chauffage"
"","","","","432204","432204","Installation d'équipements de chauffage, de ventilation et de climatisation"
"","","","4329","","4329","Autres travaux d'installation"
"","","","","432901","432901","Travaux d'isolation thermique, acoustique et anti-vibratile"
"","","","","432902","432902","Autres travaux d'installation"
"","","433","","","433","Travaux de finition"
"","","","4331","","4331","Travaux de plâtrerie"
"","","","","433100","433100","Travaux de plâtrerie"
"","","","4332","","4332","Travaux de menuiserie"
"","","","","433200","433200","Montage de menuiseries"
"","","","4333","","4333","Travaux de revêtement des sols et des murs"
"","","","","433301","433301","Revêtement de sols"
"","","","","433302","433302","Pose de carrelage"
"","","","","433303","433303","Pose de papiers peints"
"","","","4334","","4334","Travaux de peinture et vitrerie"
"","","","","433401","433401","Peinture"
"","","","","433402","433402","Peinture et gypserie sans prédominance"
"","","","","433403","433403","Vitrerie"
"","","","4339","","4339","Autres travaux de finition"
"","","","","433900","433900","Autres travaux de finition"
"","","439","","","439","Autres travaux de construction spécialisés"
"","","","4391","","4391","Travaux de couverture"
"","","","","439101","439101","Montage de charpentes"
"","","","","439102","439102","Pose de couvertures"
"","","","","439103","439103","Travaux de ferblanterie"
"","","","4399","","4399","Autres travaux de construction spécialisés n.c.a."
"","","","","439901","439901","Travaux d'étanchéité"
"","","","","439902","439902","Montage d'échafaudages"
"","","","","439903","439903","Maçonnerie"
"","","","","439904","439904","Location de matériel de construction avec opérateur"
"","","","","439905","439905","Autres travaux spécialisés de construction de bâtiments et d'ouvrages de génie civil n.c.a."
"G","","","","","G","COMMERCE; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES"
"","45","","","","45","Commerce et réparation d'automobiles et de motocycles"
"","","451","","","451","Commerce de véhicules automobiles"
"","","","4511","","4511","Commerce de voitures et de véhicules automobiles légers"
"","","","","451101","451101","Intermédiaires du commerce et commerce de gros de voitures et de véhicules automobiles légers (< 3,5 t)"
"","","","","451102","451102","Commerce de détail de voitures et de véhicules automobiles légers (< 3,5 t)"
"","","","4519","","4519","Commerce d'autres véhicules automobiles"
"","","","","451901","451901","Intermédiaires du commerce et commerce de gros d'autres véhicules automobiles (> 3,5 t)"
"","","","","451902","451902","Commerce de détail d'autres véhicules automobiles (> 3,5 t)"
"","","452","","","452","Entretien et réparation de véhicules automobiles"
"","","","4520","","4520","Entretien et réparation de véhicules automobiles"
"","","","","452001","452001","Entretien et réparation de véhicules automobiles"
"","","","","452002","452002","Réparation et peinture de carrosserie"
"","","453","","","453","Commerce d'équipements automobiles"
"","","","4531","","4531","Commerce de gros d'équipements automobiles"
"","","","","453100","453100","Commerce de gros d'équipements automobiles"
"","","","4532","","4532","Commerce de détail d'équipements automobiles"
"","","","","453200","453200","Commerce de détail d'équipements automobiles"
"","","454","","","454","Commerce et réparation de motocycles"
"","","","4540","","4540","Commerce et réparation de motocycles"
"","","","","454000","454000","Commerce et réparation de motocycles"
"","46","","","","46","Commerce de gros, à l'exception des automobiles et des motocycles"
"","","461","","","461","Intermédiaires du commerce de gros"
"","","","4611","","4611","Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis"
"","","","","461100","461100","Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis"
"","","","4612","","4612","Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques"
"","","","","461200","461200","Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques"
"","","","4613","","4613","Intermédiaires du commerce en bois et matériaux de construction"
"","","","","461300","461300","Intermédiaires du commerce en bois et matériaux de construction"
"","","","4614","","4614","Intermédiaires du commerce en machines, équipements industriels, navires et avions"
"","","","","461400","461400","Intermédiaires du commerce en machines, équipements industriels, navires et avions"
"","","","4615","","4615","Intermédiaires du commerce en meubles, articles de ménage et quincaillerie"
"","","","","461500","461500","Intermédiaires du commerce en meubles, articles de ménage et quincaillerie"
"","","","4616","","4616","Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir"
"","","","","461600","461600","Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir"
"","","","4617","","4617","Intermédiaires du commerce en denrées, boissons et tabac"
"","","","","461700","461700","Intermédiaires du commerce en denrées, boissons et tabac"
"","","","4618","","4618","Intermédiaires spécialisés dans le commerce d'autres produits spécifiques"
"","","","","461800","461800","Intermédiaires spécialisés dans le commerce d'autres produits spécifiques"
"","","","4619","","4619","Intermédiaires du commerce en produits divers"
"","","","","461900","461900","Intermédiaires du commerce en produits divers"
"","","462","","","462","Commerce de gros de produits agricoles bruts et d'animaux vivants"
"","","","4621","","4621","Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail"
"","","","","462100","462100","Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail"
"","","","4622","","4622","Commerce de gros de fleurs et plantes"
"","","","","462200","462200","Commerce de gros de fleurs et plantes"
"","","","4623","","4623","Commerce de gros d'animaux vivants"
"","","","","462300","462300","Commerce de gros d'animaux vivants"
"","","","4624","","4624","Commerce de gros de cuirs et peaux"
"","","","","462400","462400","Commerce de gros de cuirs et peaux"
"","","463","","","463","Commerce de gros de produits alimentaires, de boissons et de tabac"
"","","","4631","","4631","Commerce de gros de fruits et légumes"
"","","","","463100","463100","Commerce de gros de fruits et légumes"
"","","","4632","","4632","Commerce de gros de viandes et de produits à base de viande"
"","","","","463200","463200","Commerce de gros de viandes et de produits à base de viande"
"","","","4633","","4633","Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles"
"","","","","463300","463300","Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles"
"","","","4634","","4634","Commerce de gros de boissons"
"","","","","463401","463401","Commerce de gros de vins et de spiritueux"
"","","","","463402","463402","Commerce de gros d'autres boissons"
"","","","4635","","4635","Commerce de gros de produits à base de tabac"
"","","","","463500","463500","Commerce de gros de produits à base de tabac"
