Section,Division,Groupe,Classe,Genre,Code,Name_fr
"A","","","","","A","AGRICULTURE, SYLVICULTURE ET PÊCHE"
"","","","4636","","4636","Commerce de gros de sucre, chocolat et confiserie"
"","","","","463600","463600","Commerce de gros de sucre, chocolat et confiserie"
"","","","4637","","4637","Commerce de gros de café, thé, cacao et épices"
"","","","","463700","463700","Commerce de gros de café, thé, cacao et épices"
"","","","4638","","4638","Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques"
"","","","","463800","463800","Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques"
"","","","4639","","4639","Commerce de gros non spécialisé de denrées, boissons et tabac"
"","","","","463900","463900","Commerce de gros non spécialisé de denrées, boissons et tabac"
"","","464","","","464","Commerce de gros de biens domestiques"
"","","","4641","","4641","Commerce de gros de textiles"
"","","","","464100","464100","Commerce de gros de textiles"
"","","","4642","","4642","Commerce de gros d'habillement et de chaussures"
"","","","","464201","464201","Commerce de gros d'habillement"
"","","","","464202","464202","Commerce de gros de chaussures"
"","","","4643","","4643","Commerce de gros d'appareils électroménagers"
"","","","","464301","464301","Commerce de gros d'appareils électroménagers"
"","","","","464302","464302","Commerce de gros de radios et de téléviseurs"
"","","","","464303","464303","Commerce de gros d'appareils photographiques et cinématographiques, d'instruments de précision et d'optique"
"","","","4644","","4644","Commerce de gros de vaisselle, verrerie et produits d'entretien"
"","","","","464400","464400","Commerce de gros de vaisselle, verrerie et produits d'entretien"
"","","","4645","","4645","Commerce de gros de parfumerie et de produits de beauté"
"","","","","464500","464500","Commerce de gros de parfumerie et de produits de beauté"
"","","","4646","","4646","Commerce de gros de produits pharmaceutiques"
"","","","","464601","464601","Commerce de gros de produits pharmaceutiques"
"","","","","464602","464602","Commerce de gros d'articles médicaux, chirurgicaux et orthopédiques"
"","","","4647","","4647","Commerce de gros de meubles, de tapis et d'appareils d'éclairage"
"","","","","464700","464700","Commerce de gros de meubles, de tapis et d'appareils d'éclairage"
"","","","4648","","4648","Commerce de gros d'articles d'horlogerie et de bijouterie"
"","","","","464801","464801","Commerce de gros d'horlogerie"
"","","","","464802","464802","Commerce de gros de bijouterie"
"","","","4649","","4649","Commerce de gros d'autres biens domestiques"
"","","","","464901","464901","Commerce de gros d'articles de papeterie, de livres et de journaux"
"","","","","464902","464902","Commerce de gros de jeux et de jouets"
"","","","","464903","464903","Commerce de gros d'articles de sport"
"","","","","464904","464904","Commerce de gros de maroquinerie et d'articles de voyage"
"","","","","464905","464905","Commerce de gros d'articles-cadeaux et de souvenirs"
"","","","","464906","464906","Commerce de gros d'autres biens de consommation non alimentaires n.c.a."
"","","465","","","465","Commerce de gros d'équipements de l'information et de la communication"
"","","","4651","","4651","Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels"
"","","","","465101","465101","Commerce de gros d'appareils pour le traitement des données et d'équipements informatiques périphériques"
"","","","","465102","465102","Commerce de gros de logiciels"
"","","","4652","","4652","Commerce de gros de composants et d'équipements électroniques et de télécommunication"
"","","","","465200","465200","Commerce de gros de composants et d'équipements électroniques et de télécommunication"
"","","466","","","466","Commerce de gros d'autres équipements industriels"
"","","","4661","","4661","Commerce de gros de matériel agricole"
"","","","","466100","466100","Commerce de gros de matériel agricole"
"","","","4662","","4662","Commerce de gros de machines-outils"
"","","","","466200","466200","Commerce de gros de machines-outils"
"","","","4663","","4663","Commerce de gros de machines pour l'extraction, la construction et le génie civil"
"","","","","466300","466300","Commerce de gros de machines pour l'extraction, la construction et le génie civil"
"","","","4664","","4664","Commerce de gros de machines pour l'industrie textile et l'habillement"
"","","","","466400","466400","Commerce de gros de machines pour l'industrie textile et l'habillement"
"","","","4665","","4665","Commerce de gros de mobilier de bureau"
"","","","","466500","466500","Commerce de gros de mobilier de bureau"
"","","","4666","","4666","Commerce de gros d'autres machines et équipements de bureau"
"","","","","466600","466600","Commerce de gros d'autres machines et équipements de bureau"
"","","","4669","","4669","Commerce de gros d'autres machines et équipements"
"","","","","466900","466900","Commerce de gros d'autres machines et équipements"
"","","467","","","467","Autres commerces de gros spécialisés"
"","","","4671","","4671","Commerce de gros de combustibles et de produits annexes"
"","","","","467100","467100","Commerce de gros de combustibles et de produits annexes"
"","","","4672","","4672","Commerce de gros de minerais et métaux"
"","","","","467200","467200","Commerce de gros de minerais et métaux"
"","","","4673","","4673","Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires"
"","","","","467301","467301","Commerce de gros de bois et d'éléments de construction en bois"
"","","","","467302","467302","Commerce de gros de matériaux de construction"
"","","","","467303","467303","Commerce de gros de verre plat, de peintures et d'équipements sanitaires"
"","","","4674","","4674","Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage"
"","","","","467400","467400","Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage"
"","","","4675","","4675","Commerce de gros de produits chimiques"
"","","","","467500","467500","Commerce de gros de produits chimiques"
"","","","4676","","4676","Commerce de gros d'autres produits intermédiaires"
"","","","","467600","467600","Commerce de gros d'autres produits intermédiaires"
"","","","4677","","4677","Commerce de gros de déchets et débris"
"","","","","467701","467701","Commerce de gros de pièces détachées d'automobiles, récupération d'automobiles"
"","","","","467702","467702","Commerce de gros de déchets et de débris"
"","","469","","","469","Commerce de gros non spécialisé"
"","","","4690","","4690","Commerce de gros non spécialisé"
"","","","","469000","469000","Commerce de gros non spécialisé"
"","47","","","","47","Commerce de détail, à l'exception des automobiles et des motocycles"
"","","471","","","471","Commerce de détail en magasin non spécialisé"
"","","","4711","","4711","Commerce de détail en magasin non spécialisé à prédominance alimentaire"
"","","","","471101","471101","Hypermarchés (> 2500 m2)"
"","","","","471102","471102","Grands supermarchés (1000-2499 m2)"
"","","","","471103","471103","Petits supermarchés (400-999 m2)"
"","","","","471104","471104","Grands commerces (100-399 m2)"
"","","","","471105","471105","Petits commerces (< 100 m2)"
"","","","4719","","4719","Autre commerce de détail en magasin non spécialisé"
"","","","","471901","471901","Grands magasins"
"","","","","471902","471902","Autres commerces de détail en magasin non spécialisé n.c.a."
"","","472","","","472","Commerce de détail alimentaire en magasin spécialisé"
"","","","4721","","4721","Commerce de détail de fruits et légumes en magasin spécialisé"
"","","","","472100","472100","Commerce de détail de fruits et légumes en magasin spécialisé"
"","","","4722","","4722","Commerce de détail de viandes et de produits à base de viande en magasin spécialisé"
"","","","","472200","472200","Commerce de détail de viandes et de produits à base de viande en magasin spécialisé"
"","","","4723","","4723","Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé"
"","","","","472300","472300","Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé"
"","","","4724","","4724","Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé"
"","","","","472401","472401","Commerce de détail de pain, de pâtisserie et de confiserie"
"","","","","472402","472402","Boulangeries - tea-rooms"
"","","","4725","","4725","Commerce de détail de boissons en magasin spécialisé"
"","","","","472500","472500","Commerce de détail de boissons en magasin spécialisé"
"","","","4726","","4726","Commerce de détail de produits à base de tabac en magasin spécialisé"
"","","","","472600","472600","Commerce de détail de produits à base de tabac en magasin spécialisé"
"","","","4729","","4729","Autres commerces de détail alimentaires en magasin spécialisé"
"","","","","472901","472901","Commerce de détail de produits laitiers et d'œufs"
"","","","","472902","472902","Autres commerces de détail en magasin spécialisé de denrées alimentaires, de boissons et de tabac n.c.a."
"","","473","","","473","Commerce de détail de carburants en magasin spécialisé"
"","","","4730","","4730","Commerce de détail de carburants en magasin spécialisé"
"","","","","473000","473000","Commerce de détail de carburants en magasin spécialisé"
"","","474","","","474","Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé"
"","","","4741","","4741","Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé"
"","","","","474100","474100","Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé"
"","","","4742","","4742","Commerce de détail de matériels de télécommunication en magasin spécialisé"
"","","","","474200","474200","Commerce de détail de matériels de télécommunication en magasin spécialisé"
"","","","4743","","4743","Commerce de détail de matériels audio/vidéo en magasin spécialisé"
"","","","","474300","474300","Commerce de détail de matériels audio/vidéo en magasin spécialisé"
"","","475","","","475","Commerce de détail d'autres équipements du foyer en magasin spécialisé"
"","","","4751","","4751","Commerce de détail de textiles en magasin spécialisé"
"","","","","475100","475100","Commerce de détail de textiles en magasin spécialisé"
"","","","4752","","4752","Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé"
"","","","","475201","475201","Commerce de détail spécialisé de quincaillerie"
"","","","","475202","475202","Autres commerces de détail de quincaillerie, de peintures, de matériaux de construction et de bricolage"
"","","","4753","","4753","Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé"
"","","","","475300","475300","Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé"
"","","","4754","","4754","Commerce de détail d'appareils électroménagers en magasin spécialisé"
"","","","","475400","475400","Commerce de détail d'appareils électroménagers en magasin spécialisé"
"","","","4759","","4759","Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé"
"","","","","475901","475901","Commerce de détail d'instruments de musique"
"","","","","475902","475902","Commerce de détail de meubles"
"","","","","475903","475903","Commerce de détail d'équipements domestiques n.c.a."
"","","476","","","476","Commerce de détail de biens culturels et de loisirs en magasin spécialisé"
"","","","4761","","4761","Commerce de détail de livres en magasin spécialisé"
"","","","","476100","476100","Commerce de détail de livres en magasin spécialisé"
"","","","4762","","4762","Commerce de détail de journaux et papeterie en magasin spécialisé"
"","","","","476201","476201","Commerce de détail de journaux et de périodiques, kiosques"
"","","","","476202","476202","Commerce de détail d'articles de papeterie et de bureau"
"","","","4763","","4763","Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé"
"","","","","476300","476300","Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé"
"","","","4764","","4764","Commerce de détail d'articles de sport en magasin spécialisé"
"","","","","476401","476401","Commerce de détail de vélos"
"","","","","476402","476402","Commerce de détail d'articles de sport"
"","","","4765","","4765","Commerce de détail de jeux et jouets en magasin spécialisé"
"","","","","476500","476500","Commerce de détail de jeux et jouets en magasin spécialisé"
"","","477","","","477","Autres commerces de détail en magasin spécialisé"
"","","","4771","","4771","Commerce de détail d'habillement en magasin spécialisé"
"","","","","477101","477101","Commerce de détail d'habillement pour femmes"
"","","","","477102","477102","Commerce de détail d'habillement pour hommes"
"","","","","477103","477103","Commerce de détail d'habillement pour bébés et enfants"
"","","","","477104","477104","Commerce de détail de fourrures"
"","","","","477105","477105","Commerce de détail d'accessoires et d'habillement sans prédominance"
"","","","4772","","4772","Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé"
"","","","","477201","477201","Commerce de détail de chaussures"
"","","","","477202","477202","Commerce de détail de maroquinerie et d'articles de voyage"
"","","","4773","","4773","Commerce de détail de produits pharmaceutiques en magasin spécialisé"
"","","","","477300","477300","Commerce de détail de produits pharmaceutiques en magasin spécialisé"
"","","","4774","","4774","Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé"
"","","","","477400","477400","Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé"
"","","","4775","","4775","Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé"
"","","","","477501","477501","Drogueries"
"","","","","477502","477502","Parfumeries et autres commerces de détail de produits de beauté et d'articles de toilette"
"","","","4776","","4776","Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé"
"","","","","477601","477601","Commerce de détail de céréales, d'aliments pour le bétail et de produits agricoles"
"","","","","477602","477602","Commerce de détail de fleurs et de plantes"
"","","","","477603","477603","Commerce de détail d'animaux domestiques et d'accessoires pour animaux domestiques"
"","","","4777","","4777","Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé"
"","","","","477700","477700","Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé"
"","","","4778","","4778","Autre commerce de détail de biens neufs en magasin spécialisé"
"","","","","477801","477801","Commerce de détail de combustibles et de carburants"
"","","","","477802","477802","Commerce de détail de lunettes et d'articles similaires"
"","","","","477803","477803","Commerce de détail d'articles photographiques"
"","","","","477804","477804","Commerce de détail d'articles-cadeaux et de souvenirs"
"","","","","477805","477805","Commerce de détail d'objets d'art"
"","","","","477806","477806","Autres commerces de détail en magasin spécialisé n.c.a."
"","","","4779","","4779","Commerce de détail de biens d'occasion en magasin"
"","","","","477901","477901","Commerce de détail d'antiquités"
"","","","","477902","477902","Commerce de détail de biens d'occasion en magasin n.c.a."
"","","478","","","478","Commerce de détail sur éventaires et marchés"
"","","","4781","","4781","Commerce de détail alimentaire sur éventaires et marchés"
"","","","","478100","478100","Commerce de détail alimentaire sur éventaires et marchés"
"","","","4782","","4782","Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés"
"","","","","478200","478200","Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés"
"","","","4789","","4789","Autres commerces de détail sur éventaires et marchés"
"","","","","478900","478900","Autres commerces de détail sur éventaires et marchés"
"","","479","","","479","Commerce de détail hors magasin, éventaires ou marchés"
"","","","4791","","4791","Vente à distance"
"","","","","479100","479100","Vente par correspondance ou via internet"
"","","","4799","","4799","Autres commerces de détail hors magasin, éventaires ou marchés"
"","","","","479900","479900","Autres commerces de détail hors magasin, éventaires ou marchés"
"H","","","","","H","TRANSPORTS ET ENTREPOSAGE"
"","49","","","","49","Transports terrestres et transport par conduites"
"","","491","","","491","Transport ferroviaire interurbain de voyageurs"
"","","","4910","","4910","Transport ferroviaire interurbain de voyageurs"
"","","","","491000","491000","Transport ferroviaire interurbain de voyageurs"
"","","492","","","492","Transports ferroviaires de fret"
"","","","4920","","4920","Transports ferroviaires de fret"
"","","","","492000","492000","Transports ferroviaires de fret"
"","","493","","","493","Autres transports terrestres de voyageurs"
"","","","4931","","4931","Transports urbains et suburbains de voyageurs"
"","","","","493100","493100","Transports urbains ou suburbains de voyageurs"
"","","","4932","","4932","Transports de voyageurs par taxis"
"","","","","493200","493200","Transports de voyageurs par taxis"
"","","","4939","","4939","Autres transports terrestres de voyageurs n.c.a."
"","","","","493901","493901","Transports terrestres non réguliers de voyageurs"
"","","","","493902","493902","Transports réguliers régionaux et interurbains de voyageurs"
"","","","","493903","493903","Funiculaires, téléphériques et remonte-pentes"
"","","494","","","494","Transports routiers de fret et services de déménagement"
"","","","4941","","4941","Transports routiers de fret"
"","","","","494100","494100","Transports routiers de fret"
"","","","4942","","4942","Services de déménagement"
"","","","","494200","494200","Services de déménagement"
"","","495","","","495","Transports par conduites"
"","","","4950","","4950","Transports par conduites"
"","","","","495000","495000","Transports par conduites"
"","50","","","","50","Transports par eau"
"","","501","","","501","Transports maritimes et côtiers de passagers"
"","","","5010","","5010","Transports maritimes et côtiers de passagers"
"","","","","501000","501000","Transports maritimes et côtiers de passagers"
"","","502","","","502","Transports maritimes et côtiers de fret"
"","","","5020","","5020","Transports maritimes et côtiers de fret"
"","","","","502000","502000","Transports maritimes et côtiers de fret"
"","","503","","","503","Transports fluviaux de passagers"
"","","","5030","","5030","Transports fluviaux de passagers"
"","","","","503000","503000","Transports fluviaux de passagers"
"","","504","","","504","Transports fluviaux de fret"
"","","","5040","","5040","Transports fluviaux de fret"
"","","","","504000","504000","Transports fluviaux de fret"
"","51","","","","51","Transports aériens"
"","","511","","","511","Transports aériens de passagers"
"","","","5110","","5110","Transports aériens de passagers"
"","","","","511000","511000","Transports aériens de passagers"
"","","512","","","512","Transports aériens de fret et transports spatiaux"
"","","","5121","","5121","Transports aériens de fret"
"","","","","512100","512100","Transports aériens de fret"
"","","","5122","","5122","Transports spatiaux"
"","","","","512200","512200","Transports spatiaux"
"","52","","","","52","Entreposage et services auxiliaires des transports"
"","","521","","","521","Entreposage et stockage"
"","","","5210","","5210","Entreposage et stockage"
"","","","","521000","521000","Entreposage et stockage"
"","","522","","","522","Services auxiliaires des transports"
"","","","5221","","5221","Services auxiliaires des transports terrestres"
"","","","","522100","522100","Services auxiliaires des transports terrestres"
"","","","5222","","5222","Services auxiliaires des transports par eau"
"","","","","522200","522200","Services auxiliaires des transports par eau"
"","","","5223","","5223","Services auxiliaires des transports aériens"
"","","","","522300","522300","Services auxiliaires des transports aériens"
"","","","5224","","5224","Manutention"
"","","","","522400","522400","Manutention"
"","","","5229","","5229","Autres services auxiliaires des transports"
"","","","","522900","522900","Autres services auxiliaires des transports"
"","53","","","","53","Activités de poste et de courrier"
"","","531","","","531","Activités de poste dans le cadre d'une obligation de service universel"
"","","","5310","","5310","Activités de poste dans le cadre d'une obligation de service universel"
"","","","","531000","531000","Activités de poste dans le cadre d'une obligation de service universel"
"","","532","","","532","Autres activités de poste et de courrier"
"","","","5320","","5320","Autres activités de poste et de courrier"
"","","","","532000","532000","Autres activités de poste et de courrier"
"I","","","","","I","HÉBERGEMENT ET RESTAURATION"
"","55","","","","55","Hébergement"
"","","551","","","551","Hôtels et hébergement similaire"
"","","","5510","","5510","Hôtels et hébergement similaire"
"","","","","551001","551001","Hôtels, auberges et pensions avec restaurant"
"","","","","551002","551002","Hôtels, auberges et pensions sans restaurant"
"","","","","551003","551003","Administration et gestion d'hôtels, auberges et pensions"
"","","552","","","552","Hébergement touristique et autre hébergement de courte durée"
"","","","5520","","5520","Hébergement touristique et autre hébergement de courte durée"
"","","","","552001","552001","Appartements, maisons de vacances"
"","","","","552002","552002","Hébergement collectif"
"","","","","552003","552003","Administration et gestion d'hébergement de vacances et hébergement collectif"
"","","553","","","553","Terrains de camping, parcs pour caravanes ou véhicules de loisirs"
"","","","5530","","5530","Terrains de camping, parcs pour caravanes ou véhicules de loisirs"
"","","","","553001","553001","Terrains de camping"
"","","","","553002","553002","Administration et gestion de terrains de camping"
"","","559","","","559","Autres hébergements"
"","","","5590","","5590","Autres hébergements"
"","","","","559000","559000","Autres hébergements"
"","56","","","","56","Restauration"
"","","561","","","561","Restaurants et services de restauration mobile"
"","","","5610","","5610","Restaurants et services de restauration mobile"
"","","","","561001","561001","Restaurants, cafés, snack-bar, tea-rooms et salons de dégustation de glaces"
"","","","","561002","561002","Restaurants avec possibilité d'hébergement"
"","","","","561003","561003","Administration et gestion d'établissements de restauration"
"","","562","","","562","Traiteurs et autres services de restauration"
"","","","5621","","5621","Services des traiteurs"
"","","","","562100","562100","Services des traiteurs"
"","","","5629","","5629","Autres services de restauration"
"","","","","562900","562900","Autres services de restauration"
"","","563","","","563","Débits de boisson"
"","","","5630","","5630","Débits de boisson"
"","","","","563001","563001","Bars"
"","","","","563002","563002","Discothèques, dancings, night clubs"
"J","","","","","J","INFORMATION ET COMMUNICATION"
"","58","","","","58","Édition"
"","","581","","","581","Édition de livres et périodiques et autres activités d'édition"
"","","","5811","","5811","Édition de livres"
"","","","","581100","581100","Édition de livres"
"","","","5812","","5812","Édition de répertoires et de fichiers d'adresses"
"","","","","581200","581200","Édition de répertoires et de fichiers d'adresses"
"","","","5813","","5813","Édition de journaux"
"","","","","581300","581300","Édition de journaux"
"","","","5814","","5814","Édition de revues et périodiques"
"","","","","581400","581400","Édition de revues et périodiques"
"","","","5819","","5819","Autres activités d'édition"
"","","","","581900","581900","Autres activités d'édition"
"","","582","","","582","Édition de logiciels"
"","","","5821","","5821","Édition de jeux électroniques"
"","","","","582100","582100","Édition de jeux électroniques"
"","","","5829","","5829","Édition d'autres logiciels"
"","","","","582900","582900","Édition d'autres logiciels"
"","59","","","","59","Production de films cinématographiques, de vidéo et de programmes de télévision; enregistrement sonore et édition musicale"
"","","591","","","591","Activités cinématographiques, vidéo et de télévision"
"","","","5911","","5911","Production de films cinématographiques, de vidéo et de programmes de télévision"
"","","","","591100","591100","Production de films cinématographiques, de vidéo et de programmes de télévision"
"","","","5912","","5912","Post-production de films cinématographiques, de vidéo et de programmes de télévision"
"","","","","591200","591200","Post-production de films cinématographiques, de vidéo et de programmes de télévision"
"","","","5913","","5913","Distribution de films cinématographiques, de vidéo et de programmes de télévision"
"","","","","591300","591300","Distribution de films cinématographiques, de vidéo et de programmes de télévision"
"","","","5914","","5914","Projection de films cinématographiques"
"","","","","591400","591400","Projection de films cinématographiques; cinémas"
"","","592","","","592","Enregistrement sonore et édition musicale"
"","","","5920","","5920","Enregistrement sonore et édition musicale"
"","","","","592000","592000","Enregistrement sonore et édition musicale"
"","60","","","","60","Programmation et diffusion"
"","","601","","","601","Édition et diffusion de programmes radio"
"","","","6010","","6010","Édition et diffusion de programmes radio"
"","","","","601000","601000","Édition et diffusion de programmes radio"
"","","602","","","602","Programmation de télévision et télédiffusion"
"","","","6020","","6020","Programmation de télévision et télédiffusion"
"","","","","602000","602000","Programmation de télévision et télédiffusion"
"","61","","","","61","Télécommunications"
"","","611","","","611","Télécommunications filaires"
"","","","6110","","6110","Télécommunications filaires"
"","","","","611000","611000","Télécommunications filaires"
"","","612","","","612","Télécommunications sans fil"
"","","","6120","","6120","Télécommunications sans fil"
"","","","","612000","612000","Télécommunications sans fil"
"","","613","","","613","Télécommunications par satellite"
"","","","6130","","6130","Télécommunications par satellite"
"","","","","613000","613000","Télécommunications par satellite"
"","","619","","","619","Autres activités de télécommunication"
"","","","6190","","6190","Autres activités de télécommunication"
"","","","","619000","619000","Autres activités de télécommunication"
"","62","","","","62","Programmation, conseil et autres activités informatiques"
"","","620","","","620","Programmation, conseil et autres activités informatiques"
"","","","6201","","6201","Programmation informatique"
"","","","","620100","620100","Programmation informatique"
"","","","6202","","6202","Conseil informatique"
"","","","","620200","620200","Conseil informatique"
"","","","6203","","6203","Gestion d'installations informatiques"
"","","","","620300","620300","Gestion d'installations informatiques"
"","","","6209","","6209","Autres activités informatiques"
"","","","","620900","620900","Autres activités informatiques"
"","63","","","","63","Services d'information"
"","","631","","","631","Traitement de données, hébergement et activités connexes; portails Internet"
"","","","6311","","6311","Traitement de données, hébergement et activités connexes"
"","","","","631100","631100","Traitement de données, hébergement et activités connexes"
"","","","6312","","6312","Portails Internet"
"","","","","631200","631200","Portails Internet"
"","","639","","","639","Autres services d'information"
"","","","6391","","6391","Activités des agences de presse"
"","","","","639100","639100","Activités des agences de presse"
"","","","6399","","6399","Autres services d'information n.c.a."
"","","","","639900","639900","Autres services d'information n.c.a."
"K","","","","","K","ACTIVITÉS FINANCIÈRES ET D'ASSURANCE"
"","64","","","","64","Activités des services financiers, hors assurance et caisses de retraite"
"","","641","","","641","Intermédiation monétaire"
"","","","6411","","6411","Activités de banque centrale"
"","","","","641100","641100","Banque nationale suisse"
"","","","6419","","6419","Autres intermédiations monétaires"
"","","","","641901","641901","Établissements à statut particulier"
"","","","","641902","641902","Banques cantonales"
"","","","","641903","641903","Grandes banques"
"","","","","641904","641904","Banques régionales et caisses d'épargne"
"","","","","641905","641905","Banques Raiffeisen"
"","","","","641906","641906","Banques commerciales"
"","","","","641907","641907","Établissements spécialisés dans les opérations boursières"
"","","","","641908","641908","Banques en mains étrangères"
"","","","","641909","641909","Succursales de banques étrangères"
"","","","","641910","641910","Banquiers privés"
"","","","","641911","641911","Autres banques"
"","","","","641912","641912","Autres intermédiations monétaires n.c.a."
"","","642","","","642","Activités des sociétés holding"
"","","","6420","","6420","Activités des sociétés holding"
"","","","","642001","642001","Activités des sociétés holding financières"
"","","","","642002","642002","Activités des autres sociétés de holding"
"","","643","","","643","Fonds de placement et entités financières similaires"
"","","","6430","","6430","Fonds de placement et entités financières similaires"
"","","","","643000","643000","Fonds de placement et entités financières similaires"
"","","649","","","649","Autres activités des services financiers, hors assurance et caisses de retraite"
"","","","6491","","6491","Crédit-bail"
"","","","","649100","649100","Crédit-bail"
"","","","6492","","6492","Autre distribution de crédit"
"","","","","649201","649201","Établissements spécialisés dans le prêt personnel"
"","","","","649202","649202","Octroi d'autres crédits"
"","","","6499","","6499","Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a."
"","","","","649901","649901","Sociétés d'investissement"
"","","","","649902","649902","Activités de trésorerie au sein d'un groupe"
"","","","","649903","649903","Autres établissements financiers n.c.a."
"","65","","","","65","Assurance"
"","","651","","","651","Assurance"
"","","","6511","","6511","Assurance vie"
"","","","","651100","651100","Assurance vie"
"","","","6512","","6512","Autres assurances"
"","","","","651201","651201","Assurance-accidents (SUVA)"
"","","","","651202","651202","Assurances contre les accidents et les dommages"
"","","","","651203","651203","Caisses maladie"
"","","","","651204","651204","Autres assurances (sans la sécurité sociale obligatoire) n.c.a."
"","","652","","","652","Réassurance"
"","","","6520","","6520","Réassurance"
"","","","","652000","652000","Réassurance"
"","","653","","","653","Caisses de retraite"
"","","","6530","","6530","Caisses de retraite"
"","","","","653000","653000","Caisses de pension"
"","66","","","","66","Activités auxiliaires de services financiers et d'assurance"
"","","661","","","661","Activités auxiliaires de services financiers, hors assurance et caisses de retraite"
"","","","6611","","6611","Administration de marchés financiers"
"","","","","661100","661100","Administration de marchés financiers"
"","","","6612","","6612","Courtage de valeurs mobilières et de marchandises"
"","","","","661200","661200","Courtage de valeurs mobilières et de marchandises"
"","","","6619","","6619","Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite"
"","","","","661900","661900","Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite"
"","","662","","","662","Activités auxiliaires d'assurance et de caisses de retraite"
"","","","6621","","6621","Évaluation des risques et dommages"
"","","","","662100","662100","Évaluation des risques et dommages"
"","","","6622","","6622","Activités des agents et courtiers d'assurances"
"","","","","662200","662200","Activités des agents et courtiers d'assurances"
"","","","6629","","6629","Autres activités auxiliaires d'assurance et de caisses de retraite"
"","","","","662901","662901","Caisses de compensation"
"","","","","662902","662902","Autres activités auxiliaires d'assurance et de caisses de retraite n.c.a."
"","","663","","","663","Gestion de fonds"
"","","","6630","","6630","Gestion de fonds"
"","","","","663001","663001","Directions de fonds"
"","","","","663002","663002","Gestion de fonds"
"L","","","","","L","ACTIVITÉS IMMOBILIÈRES"
"","68","","","","68","Activités immobilières"
"","","681","","","681","Activités des marchands de biens immobiliers"
"","","","6810","","6810","Activités des marchands de biens immobiliers"
"","","","","681000","681000","Activités des marchands de biens immobiliers"
"","","682","","","682","Location et exploitation de biens immobiliers propres ou loués"
"","","","6820","","6820","Location et exploitation de biens immobiliers propres ou loués"
"","","","","682001","682001","Location de biens fonciers propres ou loués"
"","","","","682002","682002","Location de bâtiments et d'appartements propres ou loués"
"","","683","","","683","Activités immobilières pour compte de tiers"
"","","","6831","","6831","Agences immobilières"
"","","","","683100","683100","Agences immobilières"
"","","","6832","","6832","Administration de biens immobiliers"
"","","","","683200","683200","Administration et gestion de biens immobiliers"
"M","","","","","M","ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES"
"","69","","","","69","Activités juridiques et comptables"
"","","691","","","691","Activités juridiques"
"","","","6910","","6910","Activités juridiques"
"","","","","691001","691001","Études d'avocats, de notaires"
"","","","","691002","691002","Agences de brevets, de licences"
"","","692","","","692","Activités comptables"
"","","","6920","","6920","Activités comptables"
"","","","","692000","692000","Activités comptables; fiduciaires"
"","70","","","","70","Activités des sièges sociaux; conseil de gestion"
"","","701","","","701","Activités des sièges sociaux"
"","","","7010","","7010","Activités des sièges sociaux"
"","","","","701001","701001","Activités des sièges sociaux de sociétés financières"
"","","","","701002","701002","Activités des sièges sociaux d'autres sociétés"
"","","702","","","702","Conseil de gestion"
"","","","7021","","7021","Conseil en relations publiques et communication"
"","","","","702100","702100","Conseil en relations publiques et communication"
"","","","7022","","7022","Conseil pour les affaires et autres conseils de gestion"
"","","","","702200","702200","Conseil pour les affaires et autres conseils de gestion"
"","71","","","","71","Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques"
"","","711","","","711","Activités d'architecture et d'ingénierie"
"","","","7111","","7111","Activités d'architecture"
"","","","","711101","711101","Bureaux d'architectes"
"","","","","711102","711102","Bureaux d'aménagement du territoire"
