Sezione,Divisione,Gruppo,,Genere,Code,Name_it
"A","","","","","A","AGRICOLTURA, SILVICOLTURA E PESCA"
"","","","","234100","234100","Fabbricazione di prodotti in ceramica per usi domestici e ornamentali"
"","","","2342","","2342","Fabbricazione di articoli sanitari in ceramica"
"","","","","234200","234200","Fabbricazione di articoli sanitari in ceramica"
"","","","2343","","2343","Fabbricazione di isolatori e di pezzi isolanti in ceramica"
"","","","","234300","234300","Fabbricazione di isolatori e di pezzi isolanti in ceramica"
"","","","2344","","2344","Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale"
"","","","","234400","234400","Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale"
"","","","2349","","2349","Fabbricazione di altri prodotti in ceramica"
"","","","","234900","234900","Fabbricazione di altri prodotti in ceramica"
"","","235","","","235","Produzione di cemento, calce e gesso"
"","","","2351","","2351","Produzione di cemento"
"","","","","235100","235100","Produzione di cemento"
"","","","2352","","2352","Produzione di calce e gesso"
"","","","","235200","235200","Produzione di calce e gesso"
"","","236","","","236","Fabbricazione di prodotti in calcestruzzo, cemento e gesso"
"","","","2361","","2361","Fabbricazione di prodotti in calcestruzzo per l'edilizia"
"","","","","236100","236100","Fabbricazione di prodotti in calcestruzzo per l'edilizia"
"","","","2362","","2362","Fabbricazione di prodotti in gesso per l'edilizia"
"","","","","236200","236200","Fabbricazione di prodotti in gesso per l'edilizia"
"","","","2363","","2363","Fabbricazione di calcestruzzo pronto per l'uso"
"","","","","236300","236300","Fabbricazione di calcestruzzo pronto per l'uso"
"","","","2364","","2364","Fabbricazione di malta"
"","","","","236400","236400","Fabbricazione di malta"
"","","","2365","","2365","Fabbricazione di prodotti in fibrocemento"
"","","","","236500","236500","Fabbricazione di prodotti in fibrocemento"
"","","","2369","","2369","Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento"
"","","","","236900","236900","Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento"
"","","237","","","237","Taglio, modellatura e finitura di pietre"
"","","","2370","","2370","Taglio, modellatura e finitura di pietre"
"","","","","237000","237000","Taglio, modellatura e finitura di pietre"
"","","239","","","239","Fabbricazione di prodotti abrasivi e di minerali non metalliferi n.c.a."
"","","","2391","","2391","Fabbricazione di prodotti abrasivi"
"","","","","239100","239100","Fabbricazione di prodotti abrasivi"
"","","","2399","","2399","Fabbricazione di altri prodotti in minerali non metalliferi n.c.a."
"","","","","239901","239901","Fabbricazione di prodotti a base di asfalto"
"","","","","239902","239902","Altre fabbricazione di altri prodotti diversi in minerali non metalliferi n.c.a."
"","24","","","","24","Attività metallurgiche"
"","","241","","","241","Attività siderurgiche"
"","","","2410","","2410","Attività siderurgiche"
"","","","","241000","241000","Attività siderurgiche"
"","","242","","","242","Fabbricazione di tubi, condotti, profilati cavi e relative guarnizioni in acciaio"
"","","","2420","","2420","Fabbricazione di tubi, condotti, profilati cavi e relative guarnizioni in acciaio"
"","","","","242000","242000","Fabbricazione di tubi, condotti, profilati cavi e relative guarnizioni in acciaio"
"","","243","","","243","Fabbricazione di altri prodotti della prima trasformazione dell'acciaio"
"","","","2431","","2431","Stiratura a freddo di barre"
"","","","","243100","243100","Stiratura a freddo di barre"
"","","","2432","","2432","Laminazione a freddo di nastri"
"","","","","243200","243200","Laminazione a freddo di nastri"
"","","","2433","","2433","Profilatura mediante formatura o piegatura a freddo"
"","","","","243300","243300","Profilatura mediante formatura o piegatura a freddo"
"","","","2434","","2434","Trafilatura a freddo"
"","","","","243400","243400","Trafilatura a freddo"
"","","244","","","244","Produzione di metalli di base preziosi e di altri non ferrosi"
"","","","2441","","2441","Produzione di metalli preziosi"
"","","","","244100","244100","Produzione di metalli preziosi"
"","","","2442","","2442","Produzione di alluminio"
"","","","","244200","244200","Produzione e attività di prima trasformazione di alluminio"
"","","","2443","","2443","Produzione di piombo, zinco e stagno"
"","","","","244300","244300","Produzione e attività di prima trasformazione di piombo, zinco e stagno"
"","","","2444","","2444","Produzione di rame"
"","","","","244400","244400","Produzione e attività di prima trasformazione di rame"
"","","","2445","","2445","Produzione di altri metalli non ferrosi"
"","","","","244500","244500","Produzione e attività di prima trasformazione di altri metalli non ferrosi"
"","","","2446","","2446","Trattamento dei combustibili nucleari"
"","","","","244600","244600","Trattamento dei combustibili nucleari"
"","","245","","","245","Attività di fonderie"
"","","","2451","","2451","Fusione di ghisa"
"","","","","245100","245100","Fusione di ghisa"
"","","","2452","","2452","Fusione di acciaio"
"","","","","245200","245200","Fusione di acciaio"
"","","","2453","","2453","Fusione di metalli leggeri"
"","","","","245300","245300","Fusione di metalli leggeri"
"","","","2454","","2454","Fusione di altri metalli non ferrosi"
"","","","","245400","245400","Fusione di altri metalli non ferrosi"
"","25","","","","25","Fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature"
"","","251","","","251","Fabbricazione di elementi da costruzione in metallo"
"","","","2511","","2511","Fabbricazione di strutture metalliche e di parti di strutture"
"","","","","251100","251100","Fabbricazione di strutture metalliche e di parti di strutture"
"","","","2512","","2512","Fabbricazione di porte e finestre in metallo"
"","","","","251200","251200","Fabbricazione di porte e finestre in metallo"
"","","252","","","252","Fabbricazione di cisterne, serbatoi e contenitori in metallo"
"","","","2521","","2521","Fabbricazione di radiatori e contenitori in metallo per caldaie per il riscaldamento centrale"
"","","","","252100","252100","Fabbricazione di radiatori e contenitori in metallo per caldaie per il riscaldamento centrale"
"","","","2529","","2529","Fabbricazione di altre cisterne, serbatoi e contenitori in metallo"
"","","","","252900","252900","Fabbricazione di altre cisterne, serbatoi e contenitori in metallo"
"","","253","","","253","Fabbricazione di generatori di vapore, esclusi i contenitori in metallo per caldaie per il riscaldamento centrale ad acqua calda"
"","","","2530","","2530","Fabbricazione di generatori di vapore, esclusi i contenitori in metallo per caldaie per il riscaldamento centrale ad acqua calda"
"","","","","253000","253000","Fabbricazione di generatori di vapore, esclusi i contenitori in metallo per caldaie per il riscaldamento centrale ad acqua calda"
"","","254","","","254","Fabbricazione di armi e munizioni"
"","","","2540","","2540","Fabbricazione di armi e munizioni"
"","","","","254000","254000","Fabbricazione di armi e munizioni"
"","","255","","","255","Fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri"
"","","","2550","","2550","Fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri"
"","","","","255000","255000","Fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri"
"","","256","","","256","Trattamento e rivestimento dei metalli; lavori di meccanica generale"
"","","","2561","","2561","Trattamento e rivestimento dei metalli"
"","","","","256100","256100","Trattamento e rivestimento dei metalli"
"","","","2562","","2562","Lavori di meccanica generale"
"","","","","256201","256201","Lavori d'officina meccanica"
"","","","","256202","256202","Lavori da fabbro"
"","","","","256203","256203","Lavori di fucinatura"
"","","257","","","257","Fabbricazione di articoli di coltelleria, utensili e oggetti di ferramenta"
"","","","2571","","2571","Fabbricazione di articoli di coltelleria e posateria"
"","","","","257100","257100","Fabbricazione di articoli di coltelleria e posateria"
"","","","2572","","2572","Fabbricazione di serrature e cerniere"
"","","","","257200","257200","Fabbricazione di serrature e cerniere"
"","","","2573","","2573","Fabbricazione di utensileria"
"","","","","257300","257300","Fabbricazione di utensileria"
"","","259","","","259","Fabbricazione di altri prodotti in metallo"
"","","","2591","","2591","Fabbricazione di bidoni in acciaio e di contenitori analoghi"
"","","","","259100","259100","Fabbricazione di bidoni in acciaio e di contenitori analoghi"
"","","","2592","","2592","Fabbricazione di imballaggi leggeri in metallo"
"","","","","259200","259200","Fabbricazione di imballaggi leggeri in metallo"
"","","","2593","","2593","Fabbricazione di prodotti fabbricati con fili metallici, di catene e molle"
"","","","","259300","259300","Fabbricazione di prodotti fabbricati con fili metallici, di catene e molle"
"","","","2594","","2594","Fabbricazione di articoli di bulloneria"
"","","","","259400","259400","Fabbricazione di articoli di bulloneria"
"","","","2599","","2599","Fabbricazione di altri prodotti in metallo n.c.a."
"","","","","259900","259900","Fabbricazione di altri prodotti in metallo n.c.a."
"","26","","","","26","Fabbricazione di computer e prodotti di elettronica e ottica"
"","","261","","","261","Fabbricazione di componenti elettronici e schede elettroniche"
"","","","2611","","2611","Fabbricazione di componenti elettronici"
"","","","","261100","261100","Fabbricazione di componenti elettronici"
"","","","2612","","2612","Fabbricazione di schede elettroniche integrate"
"","","","","261200","261200","Fabbricazione di schede elettroniche integrate"
"","","262","","","262","Fabbricazione di computer e unità periferiche"
"","","","2620","","2620","Fabbricazione di computer e unità periferiche"
"","","","","262000","262000","Fabbricazione di computer e unità periferiche"
"","","263","","","263","Fabbricazione di apparecchiature per le comunicazioni"
"","","","2630","","2630","Fabbricazione di apparecchiature per le comunicazioni"
"","","","","263000","263000","Fabbricazione di apparecchiature per le comunicazioni"
"","","264","","","264","Fabbricazione di prodotti di elettronica di consumo"
"","","","2640","","2640","Fabbricazione di prodotti di elettronica di consumo"
"","","","","264000","264000","Fabbricazione di prodotti di elettronica di consumo"
"","","265","","","265","Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione; orologi"
"","","","2651","","2651","Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione"
"","","","","265100","265100","Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione"
"","","","2652","","2652","Fabbricazione di orologi"
"","","","","265201","265201","Fabbricazione e assemblaggio di orologi"
"","","","","265202","265202","Fabbricazione e assemblaggio di grandi orologi"
"","","","","265203","265203","Fabbricazione e assemblaggio di meccanismi di orologi"
"","","","","265204","265204","Fabbricazione di casse e quadranti"
"","","","","265205","265205","Fabbricazione di altre parti di orologi"
"","","266","","","266","Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche"
"","","","2660","","2660","Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche"
"","","","","266000","266000","Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche"
"","","267","","","267","Fabbricazione di strumenti ottici e attrezzature fotografiche"
"","","","2670","","2670","Fabbricazione di strumenti ottici e attrezzature fotografiche"
"","","","","267000","267000","Fabbricazione di strumenti ottici e attrezzature fotografiche"
"","","268","","","268","Fabbricazione di supporti ottici e magnetici"
"","","","2680","","2680","Fabbricazione di supporti ottici e magnetici"
"","","","","268000","268000","Fabbricazione di supporti ottici e magnetici"
"","27","","","","27","Fabbricazione di apparecchiature elettriche"
"","","271","","","271","Fabbricazione di motori, generatori e trasformatori elettrici e di apparecchiature per la distribuzione e il controllo dell'elettricità"
"","","","2711","","2711","Fabbricazione di motori, generatori e trasformatori elettrici"
"","","","","271100","271100","Fabbricazione di motori, generatori e trasformatori elettrici"
"","","","2712","","2712","Fabbricazione di apparecchiature per la distribuzione e il controllo dell'elettricità"
"","","","","271200","271200","Fabbricazione di apparecchiature per la distribuzione e il controllo dell'elettricità"
"","","272","","","272","Fabbricazione di batterie e accumulatori"
"","","","2720","","2720","Fabbricazione di batterie e accumulatori"
"","","","","272000","272000","Fabbricazione di batterie e accumulatori"
"","","273","","","273","Fabbricazione di cablaggi e apparecchiature di cablaggio"
"","","","2731","","2731","Fabbricazione di cavi a fibre ottiche"
"","","","","273100","273100","Fabbricazione di cavi a fibre ottiche"
"","","","2732","","2732","Fabbricazione di altri fili e cavi elettronici ed elettrici"
"","","","","273200","273200","Fabbricazione di altri fili e cavi elettronici ed elettrici"
"","","","2733","","2733","Fabbricazione di attrezzature per cablaggio"
"","","","","273300","273300","Fabbricazione di attrezzature per cablaggio"
"","","274","","","274","Fabbricazione di apparecchiature per illuminazione"
"","","","2740","","2740","Fabbricazione di apparecchiature per illuminazione"
"","","","","274000","274000","Fabbricazione di apparecchiature per illuminazione"
"","","275","","","275","Fabbricazione di apparecchi per uso domestico"
"","","","2751","","2751","Fabbricazione di elettrodomestici"
"","","","","275100","275100","Fabbricazione di elettrodomestici"
"","","","2752","","2752","Fabbricazione di apparecchi per uso domestico non elettrici"
"","","","","275200","275200","Fabbricazione di apparecchi per uso domestico non elettrici"
"","","279","","","279","Fabbricazione di altre apparecchiature elettriche"
"","","","2790","","2790","Fabbricazione di altre apparecchiature elettriche"
"","","","","279000","279000","Fabbricazione di altre apparecchiature elettriche"
"","28","","","","28","Fabbricazione di macchinari e apparecchiature n.c.a."
"","","281","","","281","Fabbricazione di macchine di impiego generale"
"","","","2811","","2811","Fabbricazione di motori e turbine, esclusi i motori per aeromobili, veicoli e motocicli"
"","","","","281100","281100","Fabbricazione di motori e turbine, esclusi i motori per aeromobili, veicoli e motocicli"
"","","","2812","","2812","Fabbricazione di apparecchiature fluidodinamiche"
"","","","","281200","281200","Fabbricazione di apparecchiature fluidodinamiche"
"","","","2813","","2813","Fabbricazione di altre pompe e compressori"
"","","","","281300","281300","Fabbricazione di altre pompe e compressori"
"","","","2814","","2814","Fabbricazione di altri rubinetti e valvole"
"","","","","281400","281400","Fabbricazione di altri rubinetti e valvole"
"","","","2815","","2815","Fabbricazione di cuscinetti, ingranaggi e organi di trasmissione"
"","","","","281500","281500","Fabbricazione di cuscinetti, ingranaggi e organi di trasmissione"
"","","282","","","282","Fabbricazione di altre macchine di impiego generale"
"","","","2821","","2821","Fabbricazione di forni, caldaie per il riscaldamento centrale e bruciatori per caldaie"
"","","","","282100","282100","Fabbricazione di forni, caldaie per il riscaldamento centrale e bruciatori per caldaie"
"","","","2822","","2822","Fabbricazione di apparecchi di sollevamento e movimentazione"
"","","","","282200","282200","Fabbricazione di apparecchi di sollevamento e movimentazione"
"","","","2823","","2823","Fabbricazione di macchine e attrezzature per ufficio (esclusi computer e unità periferiche)"
"","","","","282300","282300","Fabbricazione di macchine e attrezzature per ufficio (esclusi computer e unità periferiche)"
"","","","2824","","2824","Fabbricazione di utensili portatili a motore"
"","","","","282400","282400","Fabbricazione di utensili portatili a motore"
"","","","2825","","2825","Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione"
"","","","","282500","282500","Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione"
"","","","2829","","2829","Fabbricazione di altre macchine di impiego generale n.c.a."
"","","","","282900","282900","Fabbricazione di altre macchine di impiego generale n.c.a."
"","","283","","","283","Fabbricazione di macchine per l'agricoltura e la silvicoltura"
"","","","2830","","2830","Fabbricazione di macchine per l'agricoltura e la silvicoltura"
"","","","","283000","283000","Fabbricazione di macchine per l'agricoltura e la silvicoltura"
"","","284","","","284","Fabbricazione di macchine per la formatura dei metalli e di altre macchine utensili"
"","","","2841","","2841","Fabbricazione di macchine per la formatura dei metalli"
"","","","","284100","284100","Fabbricazione di macchine per la formatura dei metalli"
"","","","2849","","2849","Fabbricazione di altre macchine utensili"
"","","","","284900","284900","Fabbricazione di altre macchine utensili n.c.a."
"","","289","","","289","Fabbricazione di altre macchine per impieghi speciali"
"","","","2891","","2891","Fabbricazione di macchine per la metallurgia"
"","","","","289100","289100","Fabbricazione di macchine per la metallurgia"
"","","","2892","","2892","Fabbricazione di macchine da miniera, cava e cantiere"
"","","","","289200","289200","Fabbricazione di macchine da miniera, cava e cantiere"
"","","","2893","","2893","Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco"
"","","","","289300","289300","Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco"
"","","","2894","","2894","Fabbricazione di macchine per le industrie tessili, dell'abbigliamento e del cuoio"
"","","","","289400","289400","Fabbricazione di macchine per le industrie tessili, dell'abbigliamento e del cuoio"
"","","","2895","","2895","Fabbricazione di macchine per l'industria della carta e del cartone"
"","","","","289500","289500","Fabbricazione di macchine per l'industria della carta e del cartone"
"","","","2896","","2896","Fabbricazione di macchine per l'industria delle materie plastiche e della gomma"
"","","","","289600","289600","Fabbricazione di macchine per l'industria delle materie plastiche e della gomma"
"","","","2899","","2899","Fabbricazione di altre macchine per impieghi speciali n.c.a."
"","","","","289901","289901","Fabbricazione di macchine per la stampa"
"","","","","289902","289902","Fabbricazione di macchine diverse per impieghi speciali n.c.a."
"","29","","","","29","Fabbricazione di autoveicoli, rimorchi e semirimorchi"
"","","291","","","291","Fabbricazione di autoveicoli"
"","","","2910","","2910","Fabbricazione di autoveicoli"
"","","","","291000","291000","Fabbricazione di autoveicoli"
"","","292","","","292","Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi"
"","","","2920","","2920","Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi"
"","","","","292000","292000","Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi"
"","","293","","","293","Fabbricazione di parti ed accessori per autoveicoli"
"","","","2931","","2931","Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli"
"","","","","293100","293100","Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli"
"","","","2932","","2932","Fabbricazione di altre parti ed accessori per autoveicoli"
"","","","","293200","293200","Fabbricazione di altre parti ed accessori per autoveicoli"
"","30","","","","30","Fabbricazione di altri mezzi di trasporto"
"","","301","","","301","Costruzione di navi e imbarcazioni"
"","","","3011","","3011","Costruzione di navi e di strutture galleggianti"
"","","","","301100","301100","Costruzione di navi e di strutture galleggianti"
"","","","3012","","3012","Costruzione di imbarcazioni da diporto e sportive"
"","","","","301200","301200","Costruzione di imbarcazioni da diporto e sportive"
"","","302","","","302","Costruzione di locomotive e di materiale rotabile ferro-tranviario"
"","","","3020","","3020","Costruzione di locomotive e di materiale rotabile ferro-tranviario"
"","","","","302000","302000","Costruzione di locomotive e di materiale rotabile ferro-tranviario"
"","","303","","","303","Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi"
"","","","3030","","3030","Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi"
"","","","","303000","303000","Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi"
"","","304","","","304","Fabbricazione di veicoli militari da combattimento"
"","","","3040","","3040","Fabbricazione di veicoli militari da combattimento"
"","","","","304000","304000","Fabbricazione di veicoli militari da combattimento"
"","","309","","","309","Fabbricazione di mezzi di trasporto n.c.a."
"","","","3091","","3091","Fabbricazione di motocicli"
"","","","","309100","309100","Fabbricazione di motocicli"
"","","","3092","","3092","Fabbricazione di biciclette e veicoli per invalidi"
"","","","","309201","309201","Fabbricazione di biciclette"
"","","","","309202","309202","Fabbricazione di veicoli per invalidi"
"","","","3099","","3099","Fabbricazione di altri mezzi di trasporto n.c.a."
"","","","","309900","309900","Fabbricazione di altri mezzi di trasporto n.c.a."
"","31","","","","31","Fabbricazione di mobili"
"","","310","","","310","Fabbricazione di mobili"
"","","","3101","","3101","Fabbricazione di mobili per uffici e negozi"
"","","","","310100","310100","Fabbricazione di mobili per uffici e negozi (senza instalazzione)"
"","","","3102","","3102","Fabbricazione di mobili per cucina"
"","","","","310200","310200","Fabbricazione di mobili per cucina e bagni (senza instalazzione)"
"","","","3103","","3103","Fabbricazione di materassi"
"","","","","310300","310300","Fabbricazione di materassi"
"","","","3109","","3109","Fabbricazione di altri mobili"
"","","","","310900","310900","Fabbricazione di altri mobili"
"","32","","","","32","Altre industrie manifatturiere"
"","","321","","","321","Fabbricazione di gioielleria, bigiotteria e articoli connessi"
"","","","3211","","3211","Conio di monete"
"","","","","321100","321100","Conio di monete"
"","","","3212","","3212","Fabbricazione di gioielli e articoli connessi"
"","","","","321201","321201","Lavorazione di pietre preziose"
"","","","","321202","321202","Fabbricazione di oggetti di oreficeria e gioielleria n.c.a. (esclusa la fabbricazione di oggetti di bigiotteria)"
"","","","3213","","3213","Fabbricazione di bigiotteria e articoli simili"
"","","","","321300","321300","Fabbricazione di bigiotteria e articoli simili"
"","","322","","","322","Fabbricazione di strumenti musicali"
"","","","3220","","3220","Fabbricazione di strumenti musicali"
"","","","","322000","322000","Fabbricazione di strumenti musicali"
"","","323","","","323","Fabbricazione di articoli sportivi"
"","","","3230","","3230","Fabbricazione di articoli sportivi"
"","","","","323000","323000","Fabbricazione di articoli sportivi"
"","","324","","","324","Fabbricazione di giochi e giocattoli"
"","","","3240","","3240","Fabbricazione di giochi e giocattoli"
"","","","","324000","324000","Fabbricazione di giochi e giocattoli"
"","","325","","","325","Fabbricazione di strumenti e forniture mediche e dentistiche"
"","","","3250","","3250","Fabbricazione di strumenti e forniture mediche e dentistiche"
"","","","","325001","325001","Fabbricazione di strumenti e forniture mediche e dentistiche"
"","","","","325002","325002","Fabbricazione di protesi ortopediche, altre protesi ed ausili"
"","","","","325003","325003","Attività di meccanici-dentisti"
"","","","","325004","325004","Fabbricazione di occhiali"
"","","329","","","329","Industrie manifatturiere n.c.a."
"","","","3291","","3291","Fabbricazione di scope e spazzole"
"","","","","329100","329100","Fabbricazione di scope e spazzole"
"","","","3299","","3299","Altre industrie manifatturiere n.c.a."
"","","","","329900","329900","Altre industrie manifatturiere n.c.a."
"","33","","","","33","Riparazione e installazione di macchine e apparecchiature"
"","","331","","","331","Riparazione di prodotti in metallo, macchine e apparecchiature"
"","","","3311","","3311","Riparazione di prodotti in metallo"
"","","","","331100","331100","Riparazione di prodotti in metallo"
"","","","3312","","3312","Riparazione di macchinari"
"","","","","331200","331200","Riparazione di macchinari"
"","","","3313","","3313","Riparazione di apparecchiature elettroniche ed ottiche"
"","","","","331300","331300","Riparazione di apparecchiature elettroniche ed ottiche"
"","","","3314","","3314","Riparazione di apparecchiature elettriche"
"","","","","331400","331400","Riparazione di apparecchiature elettriche"
"","","","3315","","3315","Riparazione e manutenzione di navi e imbarcazioni"
"","","","","331500","331500","Riparazione e manutenzione di navi e imbarcazioni"
"","","","3316","","3316","Riparazione e manutenzione di aeromobili e veicoli spaziali"
"","","","","331600","331600","Riparazione e manutenzione di aeromobili e veicoli spaziali"
"","","","3317","","3317","Riparazione e manutenzione di altri mezzi di trasporto"
"","","","","331700","331700","Riparazione e manutenzione di altri mezzi di trasporto"
"","","","3319","","3319","Riparazione di altre apparecchiature"
"","","","","331900","331900","Riparazione di altre apparecchiature"
"","","332","","","332","Installazione di macchine e apparecchiature industriali"
"","","","3320","","3320","Installazione di macchine e apparecchiature industriali"
"","","","","332000","332000","Installazione di macchine e apparecchiature industriali"
"D","","","","","D","FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA"
"","35","","","","35","Fornitura di energia elettrica, gas, vapore e aria condizionata"
"","","351","","","351","Produzione, trasmissione e distribuzione di energia elettrica"
"","","","3511","","3511","Produzione di energia elettrica"
"","","","","351100","351100","Produzione di energia elettrica"
"","","","3512","","3512","Trasmissione di energia elettrica"
"","","","","351200","351200","Trasmissione di energia elettrica"
"","","","3513","","3513","Distribuzione di energia elettrica"
"","","","","351300","351300","Distribuzione di energia elettrica"
"","","","3514","","3514","Commercio di energia elettrica"
"","","","","351400","351400","Commercio di energia elettrica"
"","","352","","","352","Produzione di gas; distribuzione di combustibili gassosi mediante condotte"
"","","","3521","","3521","Produzione di gas"
"","","","","352100","352100","Produzione di gas"
"","","","3522","","3522","Distribuzione di combustibili gassosi mediante condotte"
"","","","","352200","352200","Distribuzione di combustibili gassosi mediante condotte"
"","","","3523","","3523","Commercio di gas distribuito mediante condotte"
"","","","","352300","352300","Commercio di gas distribuito mediante condotte"
"","","353","","","353","Fornitura di vapore e aria condizionata"
"","","","3530","","3530","Fornitura di vapore e aria condizionata"
"","","","","353000","353000","Fornitura di vapore e aria condizionata"
"E","","","","","E","FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI TRATTAMENTO DEI RIFIUTI E RISANAMENTO"
"","36","","","","36","Raccolta, trattamento e fornitura di acqua"
"","","360","","","360","Raccolta, trattamento e fornitura di acqua"
"","","","3600","","3600","Raccolta, trattamento e fornitura di acqua"
"","","","","360000","360000","Raccolta, trattamento e fornitura di acqua"
"","37","","","","37","Gestione delle reti fognarie"
"","","370","","","370","Gestione delle reti fognarie"
"","","","3700","","3700","Gestione delle reti fognarie"
"","","","","370000","370000","Gestione delle reti fognarie"
"","38","","","","38","Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali"
"","","381","","","381","Raccolta dei rifiuti"
"","","","3811","","3811","Raccolta di rifiuti non pericolosi"
"","","","","381100","381100","Raccolta di rifiuti non pericolosi"
"","","","3812","","3812","Raccolta di rifiuti pericolosi"
"","","","","381200","381200","Raccolta di rifiuti pericolosi"
"","","382","","","382","Trattamento e smaltimento dei rifiuti"
"","","","3821","","3821","Trattamento e smaltimento di rifiuti non pericolosi"
"","","","","382100","382100","Trattamento e smaltimento di rifiuti non pericolosi"
"","","","3822","","3822","Trattamento e smaltimento di rifiuti pericolosi"
"","","","","382200","382200","Trattamento e smaltimento di rifiuti pericolosi"
"","","383","","","383","Recupero dei materiali"
"","","","3831","","3831","Demolizione di carcasse"
"","","","","383100","383100","Demolizione di carcasse"
"","","","3832","","3832","Recupero dei materiali selezionati"
"","","","","383200","383200","Recupero dei materiali selezionati"
"","39","","","","39","Attività di risanamento e altri servizi di gestione dei rifiuti"
"","","390","","","390","Attività di risanamento e altri servizi di gestione dei rifiuti"
"","","","3900","","3900","Attività di risanamento e altri servizi di gestione dei rifiuti"
"","","","","390000","390000","Attività di risanamento e altri servizi di gestione dei rifiuti"
"F","","","","","F","COSTRUZIONI"
"","41","","","","41","Costruzione di edifici"
"","","411","","","411","Sviluppo di progetti immobiliari"
"","","","4110","","4110","Sviluppo di progetti immobiliari"
"","","","","411000","411000","Sviluppo di progetti immobiliari"
"","","412","","","412","Costruzione di edifici residenziali e non residenziali"
"","","","4120","","4120","Costruzione di edifici residenziali e non residenziali"
"","","","","412001","412001","Costruzione generale di edifici"
"","","","","412002","412002","Attività delle imprese generali di costruzione"
"","","","","412003","412003","Costruzioni edili e di genio civile senza predominanza"
"","","","","412004","412004","Manutenzione e riparazione di costruzioni edili"
"","42","","","","42","Ingegneria civile"
"","","421","","","421","Costruzione di strade e ferrovie"
"","","","4211","","4211","Costruzione di strade e autostrade"
"","","","","421100","421100","Costruzione di strade e autostrade"
"","","","4212","","4212","Costruzione di linee ferroviarie e metropolitane"
"","","","","421200","421200","Costruzione di linee ferroviarie e metropolitane"
"","","","4213","","4213","Costruzione di ponti e gallerie"
"","","","","421300","421300","Costruzione di ponti e gallerie"
"","","422","","","422","Costruzione di infrastrutture"
"","","","4221","","4221","Costruzione di infrastrutture per il trasporto di fluidi"
"","","","","422100","422100","Costruzione di infrastrutture per il trasporto di fluidi"
"","","","4222","","4222","Costruzione di infrastrutture per l'energia elettrica e le telecomunicazioni"
"","","","","422200","422200","Costruzione di infrastrutture per l'energia elettrica e le telecomunicazioni"
"","","429","","","429","Costruzione di altre opere di ingegneria civile"
"","","","4291","","4291","Costruzione di opere idrauliche"
"","","","","429100","429100","Costruzione di opere idrauliche"
"","","","4299","","4299","Costruzione di altre opere di ingegneria civile n.c.a."
"","","","","429900","429900","Costruzione di altre opere di ingegneria civile n.c.a."
"","43","","","","43","Lavori di costruzione specializzati"
"","","431","","","431","Demolizione e preparazione del cantiere edile"
"","","","4311","","4311","Demolizione"
"","","","","431100","431100","Demolizione"
"","","","4312","","4312","Preparazione del cantiere edile"
"","","","","431200","431200","Preparazione del cantiere edile"
"","","","4313","","4313","Trivellazioni e perforazioni"
"","","","","431300","431300","Trivellazioni e perforazioni"
"","","432","","","432","Installazione di impianti elettrici, idraulici e altri lavori di costruzione e installazione"
"","","","4321","","4321","Installazione di impianti elettrici"
"","","","","432100","432100","Installazione di impianti elettrici"
"","","","4322","","4322","Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria"
"","","","","432201","432201","Installazione di impianti sanitari"
"","","","","432202","432202","Installazione di impianti sanitari e di lattoneria"
"","","","","432203","432203","Installazione di impianti sanitari e di riscaldamento"
"","","","","432204","432204","Installazione di impianti di riscaldamento, d'aerazione e di condizionamento dell'aria"
