Sezione,Divisione,Gruppo,,Genere,Code,Name_it
"A","","","","","A","AGRICOLTURA, SILVICOLTURA E PESCA"
"","","","","581200","581200","Pubblicazione di elenchi e mailing list"
"","","","5813","","5813","Edizione di quotidiani"
"","","","","581300","581300","Edizione di quotidiani"
"","","","5814","","5814","Edizione di riviste e periodici"
"","","","","581400","581400","Edizione di riviste e periodici"
"","","","5819","","5819","Altre attività editoriali"
"","","","","581900","581900","Altre attività editoriali"
"","","582","","","582","Edizione di software"
"","","","5821","","5821","Edizione di giochi per computer"
"","","","","582100","582100","Edizione di giochi per computer"
"","","","5829","","5829","Edizione di altri software"
"","","","","582900","582900","Edizione di altri software"
"","59","","","","59","Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore"
"","","591","","","591","Attività di produzione cinematografica, di video e di programmi televisivi"
"","","","5911","","5911","Attività di produzione cinematografica, di video e di programmi televisivi"
"","","","","591100","591100","Attività di produzione cinematografica, di video e di programmi televisivi"
"","","","5912","","5912","Attività di postproduzione cinematografica, di video e di programmi televisivi"
"","","","","591200","591200","Attività di postproduzione cinematografica, di video e di programmi televisivi"
"","","","5913","","5913","Attività di distribuzione cinematografica, di video e di programmi televisivi"
"","","","","591300","591300","Attività di distribuzione cinematografica, di video e di programmi televisivi"
"","","","5914","","5914","Attività di proiezione cinematografica"
"","","","","591400","591400","Attività di proiezione cinematografica; cinema"
"","","592","","","592","Attività di registrazione sonora e dell'editoria musicale"
"","","","5920","","5920","Attività di registrazione sonora e dell'editoria musicale"
"","","","","592000","592000","Attività di registrazione sonora e dell'editoria musicale"
"","60","","","","60","Attività di programmazione e trasmissione"
"","","601","","","601","Trasmissioni radiofoniche"
"","","","6010","","6010","Trasmissioni radiofoniche"
"","","","","601000","601000","Trasmissioni radiofoniche"
"","","602","","","602","Attività di programmazione e trasmissione televisive"
"","","","6020","","6020","Attività di programmazione e trasmissione televisive"
"","","","","602000","602000","Trasmissioni televisive e programmazioni per abbonati"
"","61","","","","61","Telecomunicazioni"
"","","611","","","611","Telecomunicazioni fisse"
"","","","6110","","6110","Telecomunicazioni fisse"
"","","","","611000","611000","Telecomunicazioni fisse"
"","","612","","","612","Telecomunicazioni mobili"
"","","","6120","","6120","Telecomunicazioni mobili"
"","","","","612000","612000","Telecomunicazioni mobili"
"","","613","","","613","Telecomunicazioni satellitari"
"","","","6130","","6130","Telecomunicazioni satellitari"
"","","","","613000","613000","Telecomunicazioni satellitari"
"","","619","","","619","Altre attività di telecomunicazione"
"","","","6190","","6190","Altre attività di telecomunicazione"
"","","","","619000","619000","Altre attività di telecomunicazione"
"","62","","","","62","Programmazione, consulenza informatica e attività connesse"
"","","620","","","620","Programmazione, consulenza informatica e attività connesse"
"","","","6201","","6201","Attività di programmazione informatica"
"","","","","620100","620100","Attività di programmazione informatica"
"","","","6202","","6202","Attività di consulenza informatica"
"","","","","620200","620200","Attività di consulenza informatica"
"","","","6203","","6203","Gestione di strutture informatizzate"
"","","","","620300","620300","Gestione di strutture informatizzate"
"","","","6209","","6209","Altre attività dei servizi connessi alle tecnologie dell'informazione e dell'informatica"
"","","","","620900","620900","Altre attività dei servizi connessi alle tecnologie dell'informazione e dell'informatica"
"","63","","","","63","Attività dei servizi d'informazione"
"","","631","","","631","Elaborazione dei dati, hosting e attività connesse; portali web"
"","","","6311","","6311","Elaborazione dei dati, hosting e attività connesse"
"","","","","631100","631100","Elaborazione dei dati, hosting e attività connesse"
"","","","6312","","6312","Portali web"
"","","","","631200","631200","Portali web"
"","","639","","","639","Altre attività dei servizi d'informazione"
"","","","6391","","6391","Attività delle agenzie di stampa"
"","","","","639100","639100","Attività delle agenzie di stampa"
"","","","6399","","6399","Altre attività dei servizi d'informazione n.c.a."
"","","","","639900","639900","Altre attività dei servizi d'informazione n.c.a."
"K","","","","","K","ATTIVITÀ FINANZIARIE E ASSICURATIVE"
"","64","","","","64","Prestazione di servizi finanziari (ad esclusione di assicurazioni e fondi pensione)"
"","","641","","","641","Intermediazione monetaria"
"","","","6411","","6411","Attività delle banche centrali"
"","","","","641100","641100","Banca nazionale svizzera"
"","","","6419","","6419","Altre intermediazioni monetarie"
"","","","","641901","641901","Istituti a statuto speciale"
"","","","","641902","641902","Banche cantonali"
"","","","","641903","641903","Grandi banche"
"","","","","641904","641904","Banche regionali e casse di risparmio"
"","","","","641905","641905","Banche Raiffeisen"
"","","","","641906","641906","Banche commerciali"
"","","","","641907","641907","Istituti specializzati nelle operazioni di borsa"
"","","","","641908","641908","Banche controllate da capitale estero"
"","","","","641909","641909","Filiali di banche estere"
"","","","","641910","641910","Banche private"
"","","","","641911","641911","Altre banche"
"","","","","641912","641912","Altre intermediazioni monetarie n.c.a."
"","","642","","","642","Attività delle società di partecipazione (holding)"
"","","","6420","","6420","Attività delle società di partecipazione (holding)"
"","","","","642001","642001","Attività delle società di partecipazione (holding) finanziario"
"","","","","642002","642002","Attività delle altre società di partecipazione (holding)"
"","","643","","","643","Trust (Società fiduciarie), fondi e analoghi enti finanziari"
"","","","6430","","6430","Trust (Società fiduciarie), fondi e analoghi enti finanziari"
"","","","","643000","643000","Trust (Società fiduciarie), fondi e analoghi enti finanziari"
"","","649","","","649","Altre prestazioni di servizi finanziari (ad esclusione di assicurazioni e fondi pensione)"
"","","","6491","","6491","Leasing finanziario"
"","","","","649100","649100","Leasing finanziario"
"","","","6492","","6492","Altre attività creditizie"
"","","","","649201","649201","Istituti di credito al consumo"
"","","","","649202","649202","Altri istituti di credito speciale"
"","","","6499","","6499","Altre prestazioni di servizi finanziari (ad esclusione di assicurazioni e fondi pensione) n.c.a."
"","","","","649901","649901","Società d'investimento"
"","","","","649902","649902","Attività di tesoreria in un gruppo d'impresa"
"","","","","649903","649903","Altri istituti finanziari n.c.a."
"","65","","","","65","Assicurazioni, riassicurazioni e fondi pensione, escluse le assicurazioni sociali obbligatorie"
"","","651","","","651","Assicurazioni"
"","","","6511","","6511","Assicurazioni sulla vita"
"","","","","651100","651100","Assicurazioni sulla vita"
"","","","6512","","6512","Assicurazioni diverse da quelle sulla vita"
"","","","","651201","651201","Assicurazione contro gli infortuni (SUVA)"
"","","","","651202","651202","Assicurazioni contro gli infortuni e i danni"
"","","","","651203","651203","Casse malati"
"","","","","651204","651204","Altre assicurazioni (escluse le assicurazioni sociali) n.c.a."
"","","652","","","652","Riassicurazioni"
"","","","6520","","6520","Riassicurazioni"
"","","","","652000","652000","Riassicurazioni"
"","","653","","","653","Fondi pensione"
"","","","6530","","6530","Fondi pensione"
"","","","","653000","653000","Fondi pensione"
"","66","","","","66","Attività ausiliarie dei servizi finanziari e delle attività assicurative"
"","","661","","","661","Attività ausiliarie dei servizi finanziari, escluse le assicurazioni e i fondi pensione"
"","","","6611","","6611","Amministrazione di mercati finanziari"
"","","","","661100","661100","Amministrazione di mercati finanziari"
"","","","6612","","6612","Attività di negoziazione di contratti relativi a titoli e merci"
"","","","","661200","661200","Attività di negoziazione di contratti relativi a titoli e merci"
"","","","6619","","6619","Altre attività ausiliarie dei servizi finanziari (escluse le assicurazioni e i fondi pensione)"
"","","","","661900","661900","Altre attività ausiliarie dei servizi finanziari (escluse le assicurazioni e i fondi pensione)"
"","","662","","","662","Attività ausiliarie delle assicurazioni e dei fondi pensione"
"","","","6621","","6621","Valutazione dei rischi e dei danni"
"","","","","662100","662100","Valutazione dei rischi e dei danni"
"","","","6622","","6622","Attività di agenti e intermediari delle assicurazioni"
"","","","","662200","662200","Attività di agenti e intermediari delle assicurazioni"
"","","","6629","","6629","Altre attività ausiliarie delle assicurazioni e dei fondi pensione"
"","","","","662901","662901","Casse di compensazione"
"","","","","662902","662902","Altre attività ausiliarie delle assicurazioni e dei fondi pensione n.c.a."
"","","663","","","663","Attività di gestione di fondi"
"","","","6630","","6630","Attività di gestione di fondi"
"","","","","663001","663001","Gestione di fondi"
"","","","","663002","663002","Attività di gestione dei fondi"
"L","","","","","L","ATTIVITÀ IMMOBILIARI"
"","68","","","","68","Attività immobiliari"
"","","681","","","681","Compravendita di beni immobili effettuata su beni propri"
"","","","6810","","6810","Compravendita di beni immobili effettuata su beni propri"
"","","","","681000","681000","Compravendita di beni immobili effettuata su beni propri"
"","","682","","","682","Affitto e gestione di beni immobili propri o in locazione"
"","","","6820","","6820","Affitto e gestione di beni immobili propri o in locazione"
"","","","","682001","682001","Affitto e gestione di terreni propri o in locazione"
"","","","","682002","682002","Affitto e gestione di abitazioni proprie o in locazione"
"","","683","","","683","Attività immobiliari per conto terzi"
"","","","6831","","6831","Agenzie di mediazione immobiliare"
"","","","","683100","683100","Agenzie di mediazione immobiliare"
"","","","6832","","6832","Gestione di immobili per conto terzi"
"","","","","683200","683200","Gestione di immobili per conto terzi"
"M","","","","","M","ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE"
"","69","","","","69","Attività legali e contabilità"
"","","691","","","691","Attività degli studi legali"
"","","","6910","","6910","Attività degli studi legali"
"","","","","691001","691001","Attività degli studi legali e notarili"
"","","","","691002","691002","Consulenza legale in proprietà industriale, brevetti e diritti d'autore"
"","","692","","","692","Contabilità, controllo e revisione contabile, consulenza in materia fiscale"
"","","","6920","","6920","Contabilità, controllo e revisione contabile, consulenza in materia
fiscale"
"","","","","692000","692000","Contabilità, controllo e revisione contabile, consulenza in materia fiscale; fiduciarie"
"","70","","","","70","Attività di sedi centrali; consulenza gestionale"
"","","701","","","701","Attività di sedi centrali"
"","","","7010","","7010","Attività di sedi centrali"
"","","","","701001","701001","Attività delle sedi centrali delle società finanziarie"
"","","","","701002","701002","Attività delle sedi centrali delle altre società"
"","","702","","","702","Attività di consulenza gestionale"
"","","","7021","","7021","Pubbliche relazioni e comunicazione"
"","","","","702100","702100","Pubbliche relazioni e comunicazione"
"","","","7022","","7022","Altre attività di consulenza amministrativo-gestionale"
"","","","","702200","702200","Altre attività di consulenza amministrativo-gestionale"
"","71","","","","71","Attività degli studi di architettura e d'ingegneria; collaudi e analisi tecniche"
"","","711","","","711","Attività degli studi di architettura, ingegneria e altri studi tecnici"
"","","","7111","","7111","Attività degli studi di architettura"
"","","","","711101","711101","Studi di architettura"
"","","","","711102","711102","Studi di pianificazione territoriale"
"","","","","711103","711103","Studi di architettura del paesaggio"
"","","","7112","","7112","Attività degli studi d'ingegneria ed altri studi tecnici"
"","","","","711201","711201","Studi d'ingegneria civile"
"","","","","711202","711202","Studi d'ingegneria degli impianti tecnici edili"
"","","","","711203","711203","Altri studi d'ingegneria"
"","","","","711204","711204","Studi di geometri"
"","","","","711205","711205","Altre attività di consulenza tecnica"
"","","712","","","712","Collaudi e analisi tecniche"
"","","","7120","","7120","Collaudi e analisi tecniche"
"","","","","712000","712000","Collaudi e analisi tecniche"
"","72","","","","72","Ricerca scientifica e sviluppo"
"","","721","","","721","Ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria"
"","","","7211","","7211","Ricerca e sviluppo sperimentale nel settore della biotecnologia"
"","","","","721100","721100","Ricerca e sviluppo sperimentale nel settore della biotecnologia"
"","","","7219","","7219","Altre ricerche e sviluppi sperimentali nel campo delle scienze naturali e dell'ingegneria"
"","","","","721900","721900","Altre ricerche e sviluppi sperimentali nel campo delle scienze naturali e dell'ingegneria"
"","","722","","","722","Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche"
"","","","7220","","7220","Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche"
"","","","","722000","722000","Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche"
"","73","","","","73","Pubblicità e ricerche di mercato"
"","","731","","","731","Pubblicità"
"","","","7311","","7311","Agenzie pubblicitarie"
"","","","","731100","731100","Agenzie pubblicitarie"
"","","","7312","","7312","Attività delle concessionarie pubblicitarie"
"","","","","731200","731200","Attività delle concessionarie pubblicitarie"
"","","732","","","732","Ricerche di mercato e sondaggi di opinione"
"","","","7320","","7320","Ricerche di mercato e sondaggi di opinione"
"","","","","732000","732000","Ricerche di mercato e sondaggi di opinione"
"","74","","","","74","Altre attività professionali, scientifiche e tecniche"
"","","741","","","741","Attività di design specializzate"
"","","","7410","","7410","Attività di design specializzate"
"","","","","741001","741001","Design industriale e dei prodotti"
"","","","","741002","741002","Design grafico e comunicazione visiva"
"","","","","741003","741003","Architettura d'interni e design dello spazio"
"","","742","","","742","Attività fotografiche"
"","","","7420","","7420","Attività fotografiche"
"","","","","742001","742001","Studi fotografici"
"","","","","742002","742002","Laboratori fotografici"
"","","743","","","743","Traduzioni e interpretariato"
"","","","7430","","7430","Traduzioni e interpretariato"
"","","","","743000","743000","Traduzioni e interpretariato"
"","","749","","","749","Altre attività professionali, scientifiche e tecniche n.c.a."
"","","","7490","","7490","Altre attività professionali, scientifiche e tecniche n.c.a."
"","","","","749000","749000","Altre attività professionali, scientifiche e tecniche n.c.a."
"","75","","","","75","Servizi veterinari"
"","","750","","","750","Servizi veterinari"
"","","","7500","","7500","Servizi veterinari"
"","","","","750000","750000","Servizi veterinari"
"N","","","","","N","ATTIVITÀ AMMINISTRATIVE E DI SERVIZI DI SUPPORTO"
"","77","","","","77","Attività di noleggio e leasing"
"","","771","","","771","Noleggio e leasing di autoveicoli"
"","","","7711","","7711","Noleggio e leasing di automobili e autoveicoli leggeri"
"","","","","771100","771100","Noleggio e leasing di automobili e autoveicoli leggeri"
"","","","7712","","7712","Noleggio e leasing di autocarri"
"","","","","771200","771200","Noleggio e leasing di autocarri"
"","","772","","","772","Noleggio e leasing di beni per uso personale e per la casa"
"","","","7721","","7721","Noleggio e leasing di articoli sportivi e per il tempo libero"
"","","","","772100","772100","Noleggio e leasing di articoli sportivi e per il tempo libero"
"","","","7722","","7722","Noleggio di videocassette e dischi"
"","","","","772200","772200","Noleggio di videocassette, DVD"
"","","","7729","","7729","Noleggio e leasing di altri beni per uso personale e per la casa"
"","","","","772900","772900","Noleggio e leasing di altri beni per uso personale e per la casa"
"","","773","","","773","Noleggio e leasing di altre macchine, attrezzature e beni materiali"
"","","","7731","","7731","Noleggio e leasing di macchine e attrezzature agricole"
"","","","","773100","773100","Noleggio e leasing di macchine e attrezzature agricole"
"","","","7732","","7732","Noleggio e leasing di macchine e attrezzature per lavori edili e di genio civile"
"","","","","773200","773200","Noleggio e leasing di macchine e attrezzature per lavori edili e di genio civile"
"","","","7733","","7733","Noleggio e leasing di macchine e attrezzature per ufficio (inclusi i computer)"
"","","","","773300","773300","Noleggio e leasing di macchine e attrezzature per ufficio (inclusi i computer)"
"","","","7734","","7734","Noleggio e leasing di mezzi di trasporto marittimi e fluviali"
"","","","","773400","773400","Noleggio e leasing di mezzi di trasporto marittimi e fluviali"
"","","","7735","","7735","Noleggio e leasing di mezzi di trasporto aerei"
"","","","","773500","773500","Noleggio e leasing di mezzi di trasporto aerei"
"","","","7739","","7739","Noleggio e leasing di altre macchine, attrezzature e beni materiali n.c.a."
"","","","","773900","773900","Noleggio e leasing di altre macchine, attrezzature e beni materiali n.c.a."
"","","774","","","774","Leasing di prodotti di proprietà intellettuale e simili, ad eccezione delle opere soggette a diritto d'autore"
"","","","7740","","7740","Leasing di prodotti di proprietà intellettuale e simili, ad eccezione delle opere soggette a diritto d'autore"
"","","","","774000","774000","Leasing di prodotti di proprietà intellettuale e simili, ad eccezione delle opere soggette a diritto d'autore"
"","78","","","","78","Attività di ricerca, selezione, fornitura di personale"
"","","781","","","781","Attività di agenzie di collocamento"
"","","","7810","","7810","Attività di agenzie di collocamento"
"","","","","781000","781000","Attività di agenzie di collocamento"
"","","782","","","782","Attività di agenzie di lavoro interinale"
"","","","7820","","7820","Attività di agenzie di lavoro interinale"
"","","","","782000","782000","Attività di agenzie di lavoro interinale"
"","","783","","","783","Altre attività di fornitura di risorse umane"
"","","","7830","","7830","Altre attività di fornitura di risorse umane"
"","","","","783000","783000","Altre attività di fornitura di risorse umane"
"","79","","","","79","Attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività correlate"
"","","791","","","791","Attività delle agenzie di viaggio e dei tour operator"
"","","","7911","","7911","Attività delle agenzie di viaggio"
"","","","","791100","791100","Attività delle agenzie di viaggio"
"","","","7912","","7912","Attività dei tour operator"
"","","","","791200","791200","Attività dei tour operator"
"","","799","","","799","Altri servizi di prenotazione e attività connesse"
"","","","7990","","7990","Altri servizi di prenotazione e attività connesse"
"","","","","799001","799001","Servizi di prenotazione per alloggi turistici"
"","","","","799002","799002","Altri servizi di prenotazione e attività connesse"
"","80","","","","80","Servizi di investigazione e vigilanza"
"","","801","","","801","Servizi di vigilanza privata"
"","","","8010","","8010","Servizi di vigilanza privata"
"","","","","801000","801000","Servizi di vigilanza privata"
"","","802","","","802","Attività dei servizi connessi ai sistemi di vigilanza"
"","","","8020","","8020","Attività dei servizi connessi ai sistemi di vigilanza"
"","","","","802000","802000","Attività dei servizi connessi ai sistemi di vigilanza"
"","","803","","","803","Servizi investigativi"
"","","","8030","","8030","Servizi investigativi"
"","","","","803000","803000","Servizi investigativi"
"","81","","","","81","Attività di servizi per edifici e per paesaggio"
"","","811","","","811","Servizi di assistenza integrata agli edifici"
"","","","8110","","8110","Servizi di assistenza integrata agli edifici"
"","","","","811000","811000","Servizi di assistenza integrata agli edifici; facility management"
"","","812","","","812","Attività di pulizia"
"","","","8121","","8121","Attività di pulizia generale di edifici"
"","","","","812100","812100","Pulizia generale di edifici"
"","","","8122","","8122","Altre attività di pulizia industriale e di edifici"
"","","","","812201","812201","Pulizia di camini"
"","","","","812202","812202","Altre attività di pulizia industriale e di edifici"
"","","","8129","","8129","Altre attività di pulizia"
"","","","","812900","812900","Altre attività di pulizia"
"","","813","","","813","Attività di sistemazione del paesaggio"
"","","","8130","","8130","Attività di sistemazione del paesaggio"
"","","","","813000","813000","Attività di sistemazione del paesaggio"
"","82","","","","82","Attività amministrative e di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese"
"","","821","","","821","Attività amministrative e di supporto per le funzioni d'ufficio"
"","","","8211","","8211","Servizi amministrativi integrati"
"","","","","821100","821100","Servizi amministrativi integrati"
"","","","8219","","8219","Servizi di fotocopiatura, preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio"
"","","","","821901","821901","Servizi di segreteria"
"","","","","821902","821902","Stampa rapida"
"","","822","","","822","Attività dei call center"
"","","","8220","","8220","Attività dei call center"
"","","","","822000","822000","Attività dei call center"
"","","823","","","823","Organizzazione di convegni e fiere"
"","","","8230","","8230","Organizzazione di convegni e fiere"
"","","","","823000","823000","Organizzazione di convegni e fiere"
"","","829","","","829","Servizi di supporto alle imprese n.c.a."
"","","","8291","","8291","Attività di agenzie di recupero crediti"
"","","","","829100","829100","Attività di agenzie di recupero crediti"
"","","","8292","","8292","Attività di imballaggio"
"","","","","829200","829200","Attività di imballaggio"
"","","","8299","","8299","Altri servizi di supporto alle imprese n.c.a."
"","","","","829900","829900","Altri servizi di supporto alle imprese n.c.a."
"O","","","","","O","AMMINISTRAZIONE PUBBLICA E DIFESA; ASSICURAZIONE SOCIALE OBBLIGATORIA"
"","84","","","","84","Amministrazione pubblica e difesa; assicurazione sociale obbligatoria"
"","","841","","","841","Amministrazione pubblica: amministrazione generale, economica e sociale"
"","","","8411","","8411","Attività generali di amministrazione pubblica"
"","","","","841100","841100","Attività generali di amministrazione pubblica"
"","","","8412","","8412","Amministrazione pubblica della sanità, dell'istruzione, della cultura e dei servizi sociali, esclusa l'assicurazione sociale obbligatoria"
"","","","","841200","841200","Amministrazione pubblica della sanità, dell'istruzione, della cultura e dei servizi sociali"
"","","","8413","","8413","Amministrazione pubblica rivolta alla regolamentazione delle attività economiche"
"","","","","841300","841300","Amministrazione pubblica rivolta alla regolamentazione delle attività economiche"
"","","842","","","842","Affari esteri, difesa, giustizia, sicurezza e ordine pubblico"
"","","","8421","","8421","Affari esteri"
"","","","","842100","842100","Affari esteri"
"","","","8422","","8422","Difesa nazionale"
"","","","","842201","842201","Difesa"
"","","","","842202","842202","Protezione civile"
"","","","8423","","8423","Giustizia e attività giudiziarie"
"","","","","842301","842301","Amministrazione della giustizia, tribunali"
"","","","","842302","842302","Attività degli stabilimenti penitenziari"
"","","","8424","","8424","Ordine pubblico e sicurezza nazionale"
"","","","","842400","842400","Ordine pubblico e sicurezza nazionale"
"","","","8425","","8425","Attività dei vigili del fuoco"
"","","","","842500","842500","Attività dei vigili del fuoco"
"","","843","","","843","Assicurazione sociale obbligatoria"
"","","","8430","","8430","Assicurazione sociale obbligatoria"
"","","","","843000","843000","Assicurazione per la vecchiaia e per i superstiti (AVS), Assicurazione invalidità (AI), Assicurazione contro la disoccupazione (AD)"
"P","","","","","P","ISTRUZIONE"
"","85","","","","85","Istruzione"
"","","851","","","851","Istruzione prescolastica"
"","","","8510","","8510","Istruzione prescolastica"
"","","","","851000","851000","Istruzione prescolastica"
"","","852","","","852","Istruzione primaria"
"","","","8520","","8520","Istruzione primaria"
"","","","","852001","852001","Scuole elementari"
"","","","","852002","852002","Scuole con programma d'insegnamento speciale"
"","","","","852003","852003","Scuole obbligatorie n.c.a."
"","","853","","","853","Istruzione secondaria"
"","","","8531","","8531","Istruzione secondaria di formazione generale"
"","","","","853101","853101","Scuole secondarie di primo grado (scuole medie)"
"","","","","853102","853102","Scuole di preparazione alla maturità"
"","","","","853103","853103","Scuole di formazione generale di secondo grado"
"","","","8532","","8532","Istruzione secondaria tecnica e professionale"
"","","","","853200","853200","Istruzione secondaria di formazione professionale"
"","","854","","","854","Istruzione universitaria e post-universitaria"
"","","","8541","","8541","Istruzione superiore non universitaria"
"","","","","854100","854100","Istruzione superiore non universitaria"
"","","","8542","","8542","Istruzione universitaria"
"","","","","854201","854201","Istituti superiori universitari"
"","","","","854202","854202","Scuole universitarie professionali"
"","","","","854203","854203","Formazione professionale superiore"
"","","855","","","855","Altri servizi di istruzione"
"","","","8551","","8551","Corsi sportivi e ricreativi"
"","","","","855100","855100","Corsi sportivi e ricreativi"
"","","","8552","","8552","Formazione culturale"
"","","","","855200","855200","Formazione culturale"
"","","","8553","","8553","Attività di scuole guida"
"","","","","855300","855300","Attività di scuole guida"
"","","","8559","","8559","Altri servizi di istruzione n.c.a."
"","","","","855901","855901","Corsi di lingua"
"","","","","855902","855902","Istruzione informatica"
"","","","","855903","855903","Perfezionamento professionale degli adulti"
"","","","","855904","855904","Altri servizi d'istruzione n.c.a."
"","","856","","","856","Servizi di supporto all'istruzione"
"","","","8560","","8560","Servizi di supporto all'istruzione"
"","","","","856000","856000","Servizi di supporto all'istruzione"
"Q","","","","","Q","SANITÀ E ASSISTENZA SOCIALE"
"","86","","","","86","Attività dei servizi sanitari"
"","","861","","","861","Servizi ospedalieri"
"","","","8610","","8610","Servizi ospedalieri"
"","","","","861001","861001","Ospedali generali"
"","","","","861002","861002","Cliniche specializzate"
"","","862","","","862","Servizi degli studi medici ed odontoiatrici"
"","","","8621","","8621","Servizi degli ambulatori di medicina generale"
"","","","","862100","862100","Servizi degli studi medici generici"
"","","","8622","","8622","Servizi degli studi medici specialistici"
"","","","","862200","862200","Servizi degli studi medici specialistici"
"","","","8623","","8623","Servizi degli studi odontoiatrici"
"","","","","862300","862300","Servizi degli studi medico-dentistici"
"","","869","","","869","Altri servizi di assistenza sanitaria"
"","","","8690","","8690","Altri servizi di assistenza sanitaria"
"","","","","869001","869001","Psicoterapia e psicologia"
"","","","","869002","869002","Fisioterapia"
"","","","","869003","869003","Attività di infermiere, cure a domicilio"
"","","","","869004","869004","Attività di ostetriche e levatrici"
"","","","","869005","869005","Altre attività paramediche"
"","","","","869006","869006","Laboratori di analisi cliniche"
"","","","","869007","869007","Altre attività sanitarie n.c.a."
"","87","","","","87","Servizi di assistenza residenziale"
"","","871","","","871","Attività di assistenza infermieristica residenziale"
"","","","8710","","8710","Attività di assistenza infermieristica residenziale"
"","","","","871000","871000","Case di cura medicalizzate"
"","","872","","","872","Servizi di assistenza residenziale per ritardi mentali, disturbi mentali e abuso di sostanze stupefacenti"
"","","","8720","","8720","Servizi di assistenza residenziale per ritardi mentali, disturbi mentali e abuso di sostanze stupefacenti"
"","","","","872001","872001","Istituti per persone affette da dipendenze"
"","","","","872002","872002","Istituti per il trattamento di casi psico-sociali"
"","","873","","","873","Servizi di assistenza residenziale per anziani e disabili"
"","","","8730","","8730","Servizi di assistenza residenziale per anziani e disabili"
"","","","","873001","873001","Case per anziani"
"","","","","873002","873002","Istituti per persone con disabilità"
"","","879","","","879","Altre attività di assistenza residenziale"
"","","","8790","","8790","Altre attività di assistenza residenziale"
"","","","","879001","879001","Istituti per bambini e adolescenti"
"","","","","879002","879002","Centri di rieducazione"
"","","","","879003","879003","Altre forme di assistenza sociale residenziale"
"","88","","","","88","Assistenza sociale non residenziale"
"","","881","","","881","Assistenza sociale non residenziale per anziani e disabili"
"","","","8810","","8810","Assistenza sociale non residenziale per anziani e disabili"
"","","","","881000","881000","Assistenza sociale non residenziale per anziani e disabili"
"","","889","","","889","Altre attività di assistenza sociale non residenziale"
"","","","8891","","8891","Assistenza per bambini in età prescolare"
"","","","","889100","889100","Asili-nido e strutture per bambini in età prescolare"
"","","","8899","","8899","Altre attività di assistenza sociale non residenziale n.c.a."
"","","","","889901","889901","Centri sociali, organizzazioni caritative"
"","","","","889902","889902","Altre forme di assistenza sociale n.c.a."
"R","","","","","R","ATTIVITÀ ARTISTICHE, DI INTRATTENIMENTO E DIVERTIMENTO"
"","90","","","","90","Attività creative, artistiche e d'intrattenimento"
"","","900","","","900","Attività creative, artistiche e d'intrattenimento"
"","","","9001","","9001","Rappresentazioni artistiche"
"","","","","900101","900101","Rappresentazioni teatrali e di balletti"
"","","","","900102","900102","Attività di orchestre, cori, musicisti"
"","","","9002","","9002","Attività di supporto alle rappresentazioni artistiche"
"","","","","900200","900200","Attività di supporto alle rappresentazioni artistiche"
"","","","9003","","9003","Creazioni artistiche"
"","","","","900301","900301","Attività di pittori, scultori e altri artisti indipendenti"
"","","","","900302","900302","Altre attività artistiche e letterarie"
"","","","","900303","900303","Giornalisti indipendenti"
"","","","9004","","9004","Gestione di strutture artistiche"
"","","","","900400","900400","Gestione di strutture artistiche"
"","91","","","","91","Attività di biblioteche, archivi, musei e altre attività culturali"
"","","910","","","910","Attività di biblioteche, archivi, musei e altre attività culturali"
"","","","9101","","9101","Attività di biblioteche e archivi"
"","","","","910100","910100","Attività di biblioteche e archivi"
"","","","9102","","9102","Attività dei musei"
"","","","","910200","910200","Attività dei musei"
"","","","9103","","9103","Gestione di luoghi e monumenti storici e simili attrazioni turistiche"
"","","","","910300","910300","Gestione di luoghi e monumenti storici e simili attrazioni turistiche"
"","","","9104","","9104","Attività degli orti botanici, dei giardini zoologici e dei parchi naturali"
"","","","","910400","910400","Attività degli orti botanici, dei giardini zoologici e dei parchi naturali"
"","92","","","","92","Attività riguardanti scommesse e case da gioco"
"","","920","","","920","Attività riguardanti scommesse e case da gioco"
"","","","9200","","9200","Attività riguardanti scommesse e case da gioco"
"","","","","920000","920000","Attività riguardanti scommesse e case da gioco"
"","93","","","","93","Attività sportive, di intrattenimento e di divertimento"
"","","931","","","931","Attività sportive"
"","","","9311","","9311","Gestione di impianti sportivi"
"","","","","931100","931100","Gestione di impianti sportivi"
"","","","9312","","9312","Attività di club sportivi"
"","","","","931200","931200","Associazioni sportive"
"","","","9313","","9313","Palestre"
"","","","","931300","931300","Istituti di ginnastica e fitness"
"","","","9319","","9319","Altre attività sportive"
"","","","","931900","931900","Altre attività sportive"
"","","932","","","932","Attività di intrattenimento e di divertimento"
"","","","9321","","9321","Attività dei parchi di divertimento e dei parchi tematici"
"","","","","932100","932100","Attività dei parchi di divertimento e dei parchi tematici"
"","","","9329","","9329","Altre attività di intrattenimento e di divertimento"
